,AMP,Pyruvate,Acetyl-CoA,Glutamate,2OG,Oxaloacetate,Glycine,Succinate,UDP-N-acetylglucosamine,lysine,Aspartate,Glutathione,Arginine,Glutamine,Serine,Methionine,Ornithine,Phenylalanine,Tyrosine,Succinyl-CoA,Cysteine,B-Alanine,Propanoyl-CoA,Glucose-1-phosphate,UMP,Dolichyl phosphate,CDP,Choline,G3P,PRPP,Fumarate,Leucine,IMP,Putrescine,Histidine,GMP,Proline,Malate,Citrate,UDP-glucuronic acid,Valine,Cholesterol,Threonine,3PD,dCMP,Lactate,Hypoxanthine,Glucose,Citrulline,GABA,dTMP,dUMP,Xanthine,Chondroitin,Isoleucine,"(E,E)-Farnesyl-PP",Deoxyadenosine,XMP,G6P,dCDP,Spermine,Argininosuccinate,Dolichyl phosphate D-mannose,AICAR,Fatty Acid,Pyrimidine,(Glc)3 (GlcNAc)2 (Man)9 (Asn)1,(GlcNAc)4 (Man)3 (Asn)1,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1,(Gal)1 (GlcNAc)1 (Man)1 (Ser/Thr)1
B.76,0.008193921,0.0008365847,0.02359762,-0.013335288,0.008117215,-0.0021688323,-0.014739802,0.016716119,-0.011527153,0.00890363,-0.03164972,-0.005805172,0.017303992,0.018665204,-0.0062014684,-0.020667598,0.0046914313,1.6685575e-05,0.0021973848,0.006878866,0.0034044094,0.012117045,0.005306106,-0.008775737,0.006752759,-0.017570147,0.0013578646,-0.02069955,0.0011950508,-0.01987493,0.022447392,-0.005966127,0.0050138384,-0.013868299,-0.0033349842,0.0108641945,0.00982031,0.0037425458,0.009241536,-0.010251388,-0.00070838025,-3.9078295e-06,-0.018520549,-0.001138032,0.00010457635,-0.004922867,-0.0036194162,-0.013048327,-2.5302172e-05,0.0045942664,0.0030472577,-0.01440537,-0.013247199,-0.017756388,-0.00018544216,-0.018306278,0.022247119,-0.036052383,0.006834533,-0.017263189,0.02052258,-0.006564513,0.004436642,-0.014466748,-0.005993068,-7.131137e-05,-0.008799493,-0.014847584,-0.0010387115,-0.017962707
C.47,0.008222174,-0.0013423078,0.02719266,-0.01677163,0.007493832,-0.005319951,-0.014861386,0.017025322,-0.011164295,0.009136086,-0.03159478,-0.0012866431,0.017303992,0.017677927,-0.0060801134,-0.020382896,0.017886411,1.6685575e-05,0.0022460073,0.0060456414,0.0033474914,0.01230518,0.004999932,-0.008775737,0.017762542,-0.018806905,-0.0036914311,-0.02069955,-0.00051584095,-0.019950502,0.022331443,-0.0059621334,0.0039411485,-0.013846665,-0.003369704,0.010876328,-0.0014375169,0.003824532,0.013153091,-0.010251388,-7.0757233e-06,-1.924578e-06,-0.018254593,-0.0008944273,2.9433519e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4363399e-05,0.0045942664,0.0039914995,-0.014502853,-0.013413198,-0.01771181,-8.5877255e-06,-0.022916244,0.021179898,-0.03575612,0.008556891,-0.015759084,0.020307228,-0.0065654516,0.0046673864,-0.013492927,-0.008534893,-0.00022472627,-0.0058582723,-0.011270918,-0.0010739155,-0.018193452
E.52,0.008186899,-0.00013152882,0.010416053,-0.009466648,0.01134655,-0.005150957,-0.014420727,0.01689995,-0.0101160575,0.008811936,-0.031671923,-0.00895201,0.017303992,0.017367894,-0.0062082,-0.02139391,0.0072298907,1.6685575e-05,0.00220792,0.008406481,0.0041867355,0.012646684,0.0050942414,-0.008775737,-0.0054098666,-0.019210225,0.00928596,-0.02069955,0.0022752583,-0.019742325,0.022472832,-0.0059777796,0.005597919,-0.013856485,-0.0037028491,0.010735385,0.00851172,0.0033094138,0.009323791,-0.010251388,-0.0016396283,-3.2316893e-06,-0.018552825,-0.0006265165,0.0002132915,-0.004922867,-0.0036194162,-0.013048327,-2.5689602e-05,0.0045942664,0.0025325865,-0.014319897,-0.013320066,-0.017051116,-0.00039019668,-0.014009022,0.02234629,-0.036080845,0.003099542,-0.018130492,0.020975396,-0.0065641254,0.004549578,-0.014787361,-0.0005147308,-0.00023308583,-0.0063258708,-0.012287043,-0.0018147342,-0.018075643
C.48,0.008224258,-3.6191195e-05,0.020848777,-0.014336348,0.0044851573,-0.0033462625,-0.014684863,0.016829293,-0.011087419,0.009019889,-0.031648234,-0.004240474,0.017303992,0.01825264,-0.006256329,-0.02061297,0.008502613,1.6685575e-05,0.0022243224,0.0067392047,0.003411158,0.012153717,0.0052864216,-0.008775737,0.012610793,-0.016470365,-0.002835203,-0.02069955,-0.00035622716,-0.01967853,0.022414833,-0.005952269,0.003899064,-0.01384872,-0.00329718,0.0108782835,0.006737618,0.003978789,0.013905242,-0.010251388,-0.00045392057,-2.4652109e-06,-0.018472806,-0.0010412466,6.968528e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5276095e-05,0.0045942664,0.0039560497,-0.0144402385,-0.013403006,-0.017333612,-0.00022951537,-0.016146004,0.021276489,-0.035768725,0.00799815,-0.016600363,0.020470425,-0.006564539,0.0045765564,-0.013502821,-0.0067056715,-0.00014578737,-0.0069394857,-0.016762637,-0.0014881901,-0.018102622
E.53,0.008200288,0.00047545508,0.014050059,-0.01188004,0.01297287,-0.0051627588,-0.014631035,0.0170491,-0.0088764,0.008660421,-0.031670682,-0.006182086,0.017303992,0.01735639,-0.0062011033,-0.021198407,0.00780264,1.6685575e-05,0.0022262298,0.009207139,0.0037415782,0.0124996025,0.004844766,-0.008775737,-0.0006274879,-0.01918068,0.007446233,-0.02069955,-0.00034736842,-0.01985418,0.022445843,-0.005990207,0.0052066743,-0.0138764605,-0.0035937428,0.010883711,0.006937323,0.003675416,0.007280454,-0.010251388,-0.002353379,-1.7499551e-06,-0.018568024,-0.0004836917,0.0001338087,-0.004922867,-0.0036194162,-0.013048327,-2.5670975e-05,0.0045942664,0.0028582066,-0.014379956,-0.013362326,-0.017507844,-0.00048788358,-0.0124718845,0.022083426,-0.035821415,0.0049021356,-0.01751298,0.020880774,-0.006564144,0.0044538006,-0.014538214,-0.004748836,-0.00019511022,-0.008508697,-0.011938997,-0.0013546385,-0.017979866
E.54,0.008152433,0.00077785924,0.01110933,-0.010310918,0.011225046,-0.005241437,-0.014262224,0.01690491,-0.0089717675,0.008844741,-0.031712852,-0.009611074,0.017303992,0.019056456,-0.006558016,-0.021866754,0.004323002,1.6685575e-05,0.002176568,0.0087880995,0.00385286,0.012497136,0.0052015,-0.008775737,-0.0015780628,-0.018991392,0.008863699,-0.02069955,0.00046236813,-0.019656561,0.022534952,-0.0059728026,0.005724676,-0.013869091,-0.0035726726,0.010760255,0.010325937,0.0031761974,0.009568766,-0.010251388,-0.0017467081,-1.7443672e-06,-0.0185761,-5.3033233e-05,0.00012082979,-0.004922867,-0.0036194162,-0.013048327,-2.6416034e-05,0.0045942664,0.0016198009,-0.014390737,-0.013331063,-0.017029166,-0.00059106713,-0.011098961,0.02287023,-0.03604225,0.0032637082,-0.017698523,0.021299645,-0.006563399,0.0044538453,-0.01490514,-0.0043879002,-0.00021371432,-0.009399593,-0.011573024,-0.001824718,-0.01797991
B.77,0.008090109,0.0013844557,0.009246789,-0.010414958,0.009410902,-0.0073496234,-0.014745388,0.017024677,-0.009507226,0.009001814,-0.03174105,-0.0071783317,0.017303992,0.016621852,-0.0061927345,-0.021288514,0.0024430975,1.6685575e-05,0.0022052936,0.007831879,0.004196338,0.012602227,0.004576247,-0.008775737,-0.008166045,-0.020201482,0.014012884,-0.02069955,0.0012144595,-0.020137742,0.022542994,-0.0060496926,0.006914705,-0.013845275,-0.0037631989,0.010794736,0.011557518,0.0039809197,0.01302512,-0.010251388,-0.0012446432,-1.2819655e-06,-0.018334195,-0.0013534669,0.00016877428,-0.004922867,-0.0036194162,-0.013048327,-2.6926398e-05,0.0045942664,0.00025475025,-0.01435294,-0.013202734,-0.01737497,-0.0006363364,-0.013653524,0.023555035,-0.036224045,0.004782688,-0.018346574,0.020832166,-0.0065628886,0.0046636146,-0.01587136,-0.0013005584,-0.00012827851,-0.008247197,-0.010845609,-0.0014496334,-0.01818968
A.109,0.008192189,0.0005628802,0.023750208,-0.013578132,0.008977779,-0.0048550796,-0.01481544,0.016838469,-0.012003334,0.008910991,-0.031684455,-0.004295536,0.017303992,0.017369913,-0.0061152875,-0.021100268,0.003123762,1.6685575e-05,0.0022233203,0.008212494,0.003646125,0.012195827,0.0051911734,-0.008775737,0.0055912733,-0.017249893,0.0016149841,-0.02069955,-5.7645142e-05,-0.019781992,0.022452027,-0.005991727,0.00540448,-0.013854791,-0.0033596903,0.010882735,0.011395125,0.0037287623,0.011098161,-0.010251388,-0.0015686094,-2.3306347e-06,-0.018513724,-0.00073862047,0.00012287125,-0.004922867,-0.0036194162,-0.013048327,-2.591312e-05,0.0045942664,0.0028849244,-0.014389046,-0.013178684,-0.017303526,-0.000555451,-0.019549277,0.022114472,-0.036111362,0.008299109,-0.01747394,0.020777002,-0.006563902,0.0045391694,-0.014839426,-0.007759705,-0.00012538768,-0.0065695196,-0.015468113,-0.0015066229,-0.018065235
E.55,0.008185189,0.0010981746,0.00077904016,-0.011529058,0.00902474,-0.006198449,-0.0145975,0.016914919,-0.009849774,0.008758031,-0.031712066,-0.007485066,0.017303992,0.018386276,-0.006320728,-0.021840751,0.0028427783,1.6685575e-05,0.0021982454,0.00935789,0.0037020156,0.012327606,0.00510804,-0.008775737,0.0037043989,-0.019087583,0.004722398,-0.02069955,0.00029954314,-0.019887172,0.022508018,-0.0059764683,0.0053999647,-0.013896001,-0.0034295917,0.010859378,0.011451928,0.0036673099,0.012211427,-0.010251388,-0.0022346764,-1.9790605e-06,-0.018580899,-0.00070023723,9.598583e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6404858e-05,0.0045942664,0.0025954694,-0.014413245,-0.013285078,-0.01735846,-0.0006896965,-0.002612602,0.02233125,-0.03600145,0.0053765588,-0.01725766,0.021320477,-0.00656341,0.0045093,-0.014718518,-0.0027407259,-0.00018726476,-0.007866055,-0.012414731,-0.0014999546,-0.018035365
A.110,0.008183297,0.0005723424,0.0126116425,-0.011898786,0.0050238604,-0.0069518965,-0.014578072,0.017190486,-0.010334777,0.008678049,-0.031720683,-0.006016076,0.017303992,0.017215746,-0.0063481703,-0.021445021,0.0047639627,1.6685575e-05,0.002214972,0.00988291,0.0036690542,0.012530053,0.0050369613,-0.008775737,0.00059074163,-0.01838763,0.0066314526,-0.02069955,0.00091762096,-0.019980624,0.02250076,-0.0059707463,0.005841829,-0.013893952,-0.0036425889,0.010863259,0.009941308,0.003547132,0.016386375,-0.010251388,-0.0022418587,-2.3045577e-06,-0.01867564,-0.00057389634,0.00011886284,-0.004922867,-0.0036194162,-0.013048327,-2.6557595e-05,0.0045942664,0.0022204816,-0.014392205,-0.013283022,-0.017457478,-0.0005650106,-0.013708719,0.022479711,-0.03599728,0.0051847063,-0.017570097,0.021019116,-0.0065632574,0.0045145154,-0.0150859505,-0.004254058,-0.00017671473,-0.008298948,-0.013199918,-0.0014149584,-0.01804058
B.78,0.008185994,0.000637237,0.0075150654,-0.011593729,0.0060739005,-0.006593911,-0.014671547,0.017133657,-0.0089155305,0.008733362,-0.03167975,-0.0060681705,0.017303992,0.01702913,-0.0062666796,-0.021201879,0.0041826386,1.6685575e-05,0.0022232123,0.009037519,0.0036222236,0.0125464,0.0049373917,-0.008775737,0.0019112825,-0.018874872,0.0056832843,-0.02069955,0.0010384023,-0.01975976,0.022453062,-0.0059819818,0.005655676,-0.013887902,-0.0036904216,0.01087049,0.010419248,0.0036959052,0.015439108,-0.010251388,-0.002144897,-2.4316832e-06,-0.018597558,-0.00087055867,0.000111754984,-0.004922867,-0.0036194162,-0.013048327,-2.5827438e-05,0.0045942664,0.0024454296,-0.01439856,-0.013279505,-0.017326243,-0.00047133584,-0.011473885,0.022386713,-0.035987563,0.003846895,-0.017467167,0.020871505,-0.0065639876,0.0044404343,-0.014954105,-0.0009907335,-0.00014522858,-0.007373363,-0.01255659,-0.0015300997,-0.0179665
A.111,0.008226579,0.00044477358,0.014298119,-0.014203861,0.0046253884,-0.004929779,-0.014601074,0.017043885,-0.010034518,0.008773856,-0.031717192,-0.0037374557,0.017303992,0.017558904,-0.006336473,-0.020962968,0.003163347,1.6685575e-05,0.0022159778,0.008792216,0.0036152778,0.012222836,0.005000096,-0.008775737,0.0029059052,-0.016642395,0.00067508593,-0.02069955,-0.00017544627,-0.019632421,0.022494167,-0.005976081,0.0044625327,-0.013857123,-0.003323868,0.01086792,0.0116581,0.003552109,0.015483901,-0.010251388,-0.0018189787,-2.3641624e-06,-0.018575445,-0.00063734595,0.00021227822,-0.004922867,-0.0036194162,-0.013048327,-2.6494265e-05,0.0045942664,0.003956571,-0.014320083,-0.01334808,-0.017287605,-0.00058182515,-0.012270102,0.021175671,-0.03588245,0.0061203055,-0.017748404,0.020693049,-0.0065633208,0.004584104,-0.01401104,-0.005592242,-0.00018821843,-0.0062187016,-0.016580977,-0.0015549846,-0.01811017
B.79,0.008171458,0.00090620294,-0.0046008676,-0.01146245,0.0089303935,-0.005239619,-0.014628785,0.017021026,-0.007845925,0.008918844,-0.031705663,-0.006827351,0.017303992,0.017569924,-0.006292077,-0.021774977,5.843118e-05,1.6685575e-05,0.0022282414,0.009105278,0.0041269744,0.012313308,0.0048773997,-0.008775737,-0.0024609566,-0.01864878,0.00855061,-0.02069955,0.0020269156,-0.01974532,0.022476684,-0.0060132146,0.006149739,-0.013812042,-0.0034999847,0.010698728,0.014443157,0.0033531338,0.011992559,-0.010251388,-0.0022616624,-1.4887191e-06,-0.018460378,-0.000500379,0.000156831,-0.004922867,-0.0036194162,-0.013048327,-2.6289374e-05,0.0045942664,0.0021050423,-0.014361791,-0.013216086,-0.017577216,-0.0009157271,0.004314934,0.022579676,-0.036284216,0.0011831783,-0.01792029,0.021208957,-0.0065635256,0.0044912323,-0.0153784305,-0.003828898,-0.000102574006,-0.010757342,-0.011586703,-0.0012368076,-0.018017298
E.56,0.008144155,0.00067392364,0.0025893077,-0.011051059,0.005256825,-0.0025990438,-0.014165917,0.016921949,-0.007263409,0.008805856,-0.031666767,-0.009464357,0.017303992,0.019596765,-0.006530402,-0.022485256,0.00643567,1.6685575e-05,0.0021830983,0.009930657,0.004136675,0.012668544,0.005293276,-0.008775737,-0.0015911162,-0.01944333,0.008247886,-0.02069955,0.0020422637,-0.019451246,0.022477433,-0.005966693,0.0054505914,-0.013899173,-0.003690511,0.010819815,0.008529929,0.0033305734,0.012376085,-0.010251388,-0.0019763052,-1.561828e-06,-0.01863487,-6.4449385e-05,0.00013348088,-0.004922867,-0.0036194162,-0.013048327,-2.5600195e-05,0.0045942664,0.0013304949,-0.014379881,-0.01335714,-0.017399617,-0.0010703998,-0.000906745,0.023017833,-0.035939552,-0.00037245825,-0.017846007,0.021817282,-0.006564215,0.0045726076,-0.01469858,-0.0032789558,-0.000267284,-0.009720147,-0.010897793,-0.0013960637,-0.018098673
A.112,0.008222923,3.4663826e-05,0.022063218,-0.014459282,0.010057969,-0.005621789,-0.014889017,0.016750176,-0.0084661115,0.009071909,-0.031635195,-0.0039991573,0.017303992,0.017940866,-0.0060534813,-0.020492643,0.011432812,1.6685575e-05,0.00222468,0.0063879574,0.0034978045,0.012241716,0.0051858537,-0.008775737,0.005705446,-0.01882788,0.001574602,-0.02069955,0.00062695146,-0.019947179,0.022399869,-0.0059737563,0.004837908,-0.013851437,-0.003453955,0.010796107,0.0037058573,0.0041291118,0.010498926,-0.010251388,-0.0003278791,-2.0602602e-06,-0.018364444,-0.0009642653,0.000115510076,-0.004922867,-0.0036194162,-0.013048327,-2.5052577e-05,0.0045942664,0.004104987,-0.014395066,-0.013328262,-0.017657101,-0.00019260129,-0.018512668,0.021318952,-0.036014445,0.004480209,-0.01707064,0.020353839,-0.0065647624,0.004534431,-0.014250919,-0.007570103,-7.7011064e-05,-0.008600026,-0.012079351,-0.0011446439,-0.018060496
D.43,0.008159827,0.00067508593,0.01002527,-0.011273921,0.0069033587,-0.006308807,-0.014700493,0.01691594,-0.01038477,0.008760259,-0.031689003,-0.0070638736,0.017303992,0.017564805,-0.006206516,-0.021267876,0.0039732074,1.6685575e-05,0.00221565,0.0087355655,0.0040331827,0.012352789,0.0050628893,-0.008775737,-0.0026524663,-0.018881675,0.008056384,-0.02069955,0.0014049262,-0.019800715,0.022474997,-0.005979806,0.0060755834,-0.013862619,-0.0034859627,0.010857604,0.010705648,0.0035730451,0.014605835,-0.010251388,-0.0020385026,-2.3897737e-06,-0.018566325,-0.00093149766,0.0001728572,-0.004922867,-0.0036194162,-0.013048327,-2.599135e-05,0.0045942664,0.0019695312,-0.014349364,-0.013171114,-0.017595127,-0.0003845191,-0.012062352,0.022854133,-0.036185004,0.0048557036,-0.018002238,0.02088441,-0.0065638237,0.0044614,-0.015263483,-0.0027649552,-0.00015607662,-0.0075470805,-0.012269162,-0.001247894,-0.017987465
B.80,0.008226996,-0.00032844767,0.021939464,-0.0153662115,0.009219461,-0.0055283885,-0.014913375,0.016731277,-0.0090106595,0.009109098,-0.031623792,-0.0032281023,0.017303992,0.018077279,-0.0060312916,-0.020326883,0.014463613,1.6685575e-05,0.0022369362,0.0062020626,0.0034180293,0.012311311,0.0051766746,-0.008775737,0.0094251335,-0.018766673,0.00027913228,-0.02069955,1.2300909e-05,-0.019977465,0.022375539,-0.005972415,0.00457263,-0.013843861,-0.0035063624,0.010804683,0.0010357182,0.004153967,0.011234686,-0.010251388,-0.00017680367,-1.5747501e-06,-0.01830621,-0.0010116454,6.9610775e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4855137e-05,0.0045942664,0.004362285,-0.0144402385,-0.013368197,-0.017605975,-0.00012586312,-0.01735226,0.021060307,-0.03593705,0.005754959,-0.016484149,0.020241544,-0.00656496,0.0045758113,-0.013986364,-0.008547515,-9.419955e-05,-0.0072548687,-0.012146451,-0.0011765622,-0.018101877
C.49,0.008213479,-1.6327947e-05,0.029670477,-0.013936833,0.0050042393,-0.0029340219,-0.014599744,0.016802892,-0.0116632,0.00893762,-0.031633526,-0.004552703,0.017303992,0.018167192,-0.006343046,-0.020511806,0.011039689,1.6685575e-05,0.0022218153,0.006974468,0.0033957697,0.012060722,0.0051667653,-0.008775737,0.013138562,-0.01708822,-0.0030175485,-0.02069955,-0.00012268126,-0.019626603,0.02240609,-0.0059758127,0.004244894,-0.013851824,-0.0032749623,0.010887921,0.004292993,0.0040428787,0.012900591,-0.010251388,-0.0008079796,-1.7787097e-06,-0.01847978,-0.0012289044,6.855279e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5022775e-05,0.0045942664,0.003646478,-0.014441915,-0.01331795,-0.017427415,-0.000259873,-0.022289596,0.0216263,-0.035878994,0.008403312,-0.016740978,0.020394757,-0.0065647922,0.004639048,-0.01384984,-0.008690849,-7.501058e-05,-0.006727025,-0.015465118,-0.0013289116,-0.018165113
C.50,0.008225266,-0.00021400675,0.024125487,-0.014962569,0.002752618,-0.0022678953,-0.014679648,0.016714633,-0.010382058,0.009049796,-0.031623308,-0.0047154785,0.017303992,0.019369805,-0.0062535647,-0.020890057,0.011912599,1.6685575e-05,0.0022381283,0.006739678,0.0034593595,0.012137139,0.005391758,-0.008775737,0.014677048,-0.016513161,-0.0041065402,-0.02069955,-0.0004402995,-0.019568354,0.022379402,-0.00595206,0.0035018027,-0.013869199,-0.0033179373,0.010879099,0.003719179,0.003991306,0.014571086,-0.010251388,-0.00045275828,-1.6712584e-06,-0.018447384,-0.0011514039,5.8300793e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4847686e-05,0.0045942664,0.0041338503,-0.014453806,-0.01344005,-0.017621815,-0.0003202979,-0.017112272,0.021242758,-0.035703965,0.0071926825,-0.016399965,0.020710424,-0.0065649673,0.0045539215,-0.013129756,-0.0078433305,-0.000108452514,-0.0068278313,-0.016383119,-0.0011386834,-0.018079987
A.113,0.008200169,0.00047743693,0.008519534,-0.0125492215,0.0051004747,-0.005756004,-0.014770059,0.017073624,-0.010357695,0.0088642165,-0.031665433,-0.005519912,0.017303992,0.017568612,-0.0061686933,-0.021032974,0.0039935503,1.6685575e-05,0.002237931,0.0077435914,0.0037434967,0.01257764,0.0049218647,-0.008775737,0.00515154,-0.0191022,0.0030011795,-0.02069955,0.0011431947,-0.019604288,0.02242285,-0.00598675,0.0050424635,-0.013877091,-0.0038090497,0.010876466,0.010759024,0.0038306266,0.015767366,-0.010251388,-0.0015032678,-4.5374036e-06,-0.018516675,-0.0007183105,0.000100292265,-0.004922867,-0.0036194162,-0.013048327,-2.5577843e-05,0.0045942664,0.0031243712,-0.01440908,-0.013330407,-0.017283015,-0.0003514737,-0.016415112,0.022071475,-0.035892107,0.005093243,-0.017247953,0.020741686,-0.006564237,0.004393436,-0.014472619,0.0037280172,-5.784072e-05,-0.00875099,-0.011604525,-0.0015601106,-0.017919501
B.81,0.00818399,0.0009673722,0.009542976,-0.011859775,0.007893824,-0.008444456,-0.014494652,0.017054528,-0.007450776,0.008455828,-0.031695496,-0.006162424,0.017303992,0.017304586,-0.006428594,-0.021391913,0.004750965,1.6685575e-05,0.0022093542,0.011807656,0.0038000206,0.0122854505,0.0048646443,-0.008775737,0.0013700426,-0.0182544,0.00661679,-0.02069955,0.0014954507,-0.019791089,0.022490434,-0.005998045,0.005774744,-0.013887242,-0.0033684522,0.010871958,0.009467838,0.0036967099,0.015172765,-0.010251388,-0.0040594726,-1.2342352e-06,-0.018640682,-0.00070116436,0.00010156259,-0.004922867,-0.0036194162,-0.013048327,-2.6106834e-05,0.0045942664,0.0023222417,-0.014407709,-0.013288058,-0.01742199,-0.0009199837,-0.009625279,0.02245604,-0.035970636,0.001772251,-0.017374571,0.021005645,-0.006563708,0.004402645,-0.015003309,-0.0063051134,-0.00020624883,-0.005324304,-0.014392547,-0.0014312826,-0.01792871
A.114,0.008201003,0.0001460351,0.007557638,-0.01297006,0.0053895423,-0.0049987417,-0.014823575,0.01709133,-0.009428339,0.008853331,-0.03166137,-0.0051487186,0.017303992,0.017548488,-0.0061172657,-0.021178812,0.0057851067,1.6685575e-05,0.0022288784,0.007637268,0.0038286513,0.0125854965,0.0049227737,-0.008775737,0.0039518476,-0.019186005,0.0039193816,-0.02069955,0.0013779625,-0.01975663,0.022428118,-0.0059808493,0.005329676,-0.013880001,-0.0037988126,0.010863427,0.009336976,0.0037661195,0.014756456,-0.010251388,-0.0013662069,-4.630536e-06,-0.018527493,-0.0008224277,0.000104721636,-0.004922867,-0.0036194162,-0.013048327,-2.5507063e-05,0.0045942664,0.003038898,-0.014404863,-0.013322927,-0.017169476,-0.00029848097,-0.015093506,0.022065813,-0.03593249,0.004061263,-0.017303359,0.020849332,-0.006564308,0.004546933,-0.0146879405,0.004057482,-7.5934455e-05,-0.009227812,-0.010942794,-0.0016752742,-0.018072998
A.115,0.008214965,0.00017719343,0.008972261,-0.009735346,0.00661938,-0.005822612,-0.014468899,0.01692687,-0.011037709,0.008652367,-0.03163926,-0.0083481,0.017303992,0.01750877,-0.0064242035,-0.021793365,0.0045992807,1.6685575e-05,0.0022178292,0.009167733,0.004223441,0.012416804,0.004983943,-0.008775737,0.0034571886,-0.018776637,0.0026229955,-0.02069955,0.0019149482,-0.01961933,0.022424616,-0.005982429,0.0051691234,-0.013875331,-0.0035381913,0.010804519,0.010583935,0.003785625,0.014114663,-0.010251388,-0.0021050512,-3.825873e-06,-0.018582478,-0.0008382499,0.00014643744,-0.004922867,-0.0036194162,-0.013048327,-2.5123358e-05,0.0045942664,0.0034540147,-0.014369316,-0.013272531,-0.017515615,-0.00065534655,-0.013179424,0.02170522,-0.036099054,0.004933562,-0.017460372,0.021200761,-0.0065646917,0.004614476,-0.014570162,0.00032801926,-0.00016786344,-0.007004261,-0.012282096,-0.0013255589,-0.018140541
B.82,0.008161735,0.0012070872,0.0026819557,-0.01079917,0.008258679,-0.0059714895,-0.014431322,0.016912341,-0.01048878,0.008782744,-0.03170008,-0.008438025,0.017303992,0.018459165,-0.0064480733,-0.022032753,-0.0005607344,1.6685575e-05,0.0022118874,0.008702179,0.0038740048,0.012421982,0.00493237,-0.008775737,-0.0021094382,-0.0192482,0.009103116,-0.02069955,0.00075635314,-0.019698963,0.022485912,-0.005990207,0.006018549,-0.013837292,-0.0035062581,0.01074376,0.014787255,0.0031428933,0.013525233,-0.010251388,-0.0019208877,-1.5348196e-06,-0.01851134,-0.0005192632,0.00013785437,-0.004922867,-0.0036194162,-0.013048327,-2.618879e-05,0.0045942664,0.0017641634,-0.014377199,-0.013228007,-0.017363064,-0.00057122577,-0.004783244,0.022788538,-0.036230303,0.0050364845,-0.017778527,0.021446958,-0.006563626,0.0044870004,-0.015230551,-0.0029076785,-0.00020497479,-0.010429367,-0.010360025,-0.0014686324,-0.018013066
E.57,0.008070469,6.883219e-05,0.009320043,-0.01104933,0.0048070336,-0.0042501967,-0.014284069,0.016761351,-0.008327382,0.008855745,-0.031658184,-0.0087489225,0.017303992,0.018893214,-0.006553039,-0.022571728,0.011169869,1.6685575e-05,0.002161935,0.009114595,0.0041107917,0.0121659655,0.005381968,-0.008775737,-0.005812615,-0.020583585,0.012640756,-0.02069955,0.0018083155,-0.01951953,0.022489574,-0.005967915,0.006017886,-0.013892508,-0.0032929182,0.01083371,0.0041337293,0.0037969947,0.01430811,-0.010251388,-0.0018770336,-1.4267862e-06,-0.018589154,-0.0008403659,0.00014339015,-0.004922867,-0.0036194162,-0.013048327,-2.5451183e-05,0.0045942664,-5.6400895e-05,-0.014372736,-0.013303764,-0.017230958,-0.00078502856,-0.007841375,0.023887748,-0.036011703,0.0019076578,-0.018161174,0.021745518,-0.006564364,0.004572414,-0.015130982,-0.0041879565,-0.00016229786,-0.010376245,-0.0074986294,-0.0015754811,-0.01809848
A.116,0.008223776,-0.00027015433,0.023150053,-0.015132278,0.008184173,-0.0047277045,-0.014936926,0.016725373,-0.009296583,0.009102866,-0.031631555,-0.0036112932,0.017303992,0.018287102,-0.0060044657,-0.020213977,0.013471156,1.6685575e-05,0.0022343807,0.0062204245,0.0033699395,0.0122424755,0.005182769,-0.008775737,0.010179073,-0.01839899,-0.0008663349,-0.02069955,-4.6104193e-05,-0.019917242,0.022385627,-0.0059703887,0.004497424,-0.013840515,-0.003427729,0.010819629,0.0019715112,0.004219517,0.011397615,-0.010251388,-0.00017750403,-1.5166588e-06,-0.018316582,-0.0010631625,7.6990575e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4989247e-05,0.0045942664,0.0041562915,-0.014432214,-0.013341017,-0.0176152,-0.000113382936,-0.018155728,0.021227976,-0.03596724,0.0061290227,-0.016644333,0.020179883,-0.006564826,0.0045636743,-0.013973191,-0.008082494,-0.00010399707,-0.00757128,-0.012901388,-0.0011593513,-0.01808974
A.117,0.008203734,0.0011461861,0.016953722,-0.01072228,0.0075064683,-0.0057429504,-0.014725419,0.016970322,-0.009458588,0.008345932,-0.03169034,-0.00727151,0.017303992,0.017336288,-0.006198555,-0.021179512,0.00018978491,1.6685575e-05,0.0022155829,0.011301344,0.003993095,0.012427742,0.004958492,-0.008775737,0.0041603744,-0.018913928,0.003823232,-0.02069955,0.0008801967,-0.019788966,0.022477098,-0.006003827,0.0054222494,-0.0138832545,-0.0036071837,0.010834485,0.014094023,0.0030597597,0.013167575,-0.010251388,-0.0036775111,-2.8871e-06,-0.0186771,-0.00041313452,0.000102840364,-0.004922867,-0.0036194162,-0.013048327,-2.6017427e-05,0.0045942664,0.0032247007,-0.014406636,-0.013274498,-0.017150387,-0.00062722946,-0.01696556,0.022043591,-0.03605867,0.0039643757,-0.01718419,0.020805642,-0.0065637976,0.003968656,-0.014710203,-0.0040522665,-0.00010980852,-0.008287162,-0.01238706,-0.0016658418,-0.017494721
