,AMP,Pyruvate,Acetyl-CoA,Glutamate,2OG,Oxaloacetate,Glycine,Succinate,UDP-N-acetylglucosamine,lysine,Aspartate,Glutathione,Arginine,Glutamine,Serine,Methionine,Ornithine,Phenylalanine,Tyrosine,Succinyl-CoA,Cysteine,B-Alanine,Propanoyl-CoA,Glucose-1-phosphate,UMP,Dolichyl phosphate,CDP,Choline,G3P,PRPP,Fumarate,Leucine,IMP,Putrescine,Histidine,GMP,Proline,Malate,Citrate,UDP-glucuronic acid,Valine,Cholesterol,Threonine,3PD,dCMP,Lactate,Hypoxanthine,Glucose,Citrulline,GABA,dTMP,dUMP,Xanthine,Chondroitin,Isoleucine,"(E,E)-Farnesyl-PP",Deoxyadenosine,XMP,G6P,dCDP,Spermine,Argininosuccinate,Dolichyl phosphate D-mannose,AICAR,Fatty Acid,Pyrimidine,(Glc)3 (GlcNAc)2 (Man)9 (Asn)1,(GlcNAc)4 (Man)3 (Asn)1,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1,(Gal)1 (GlcNAc)1 (Man)1 (Ser/Thr)1
B.213,0.008168895,0.0009908713,0.014646862,-0.012252539,0.006562964,-0.005841894,-0.014624042,0.016988039,-0.009802001,0.008503869,-0.031704236,-0.006316275,0.017303992,0.017714808,-0.0062504523,-0.021262273,0.00022711232,1.6685575e-05,0.0022098273,0.009922253,0.0038888352,0.012736367,0.0048854016,-0.008775737,0.0012404621,-0.019340962,0.0076074637,-0.02069955,0.0015869439,-0.019871771,0.022491366,-0.0059981644,0.0060676187,-0.013877816,-0.003816262,0.010876063,0.014122961,0.0035193115,0.014283225,-0.010251388,-0.002688834,-3.0528754e-06,-0.0186124,-0.00068919826,9.0777874e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6263297e-05,0.0045942664,0.0020332634,-0.014418505,-0.013250925,-0.017429903,-0.00059498195,-0.016744595,0.022634005,-0.036019154,0.0038122348,-0.017323487,0.020886555,-0.0065635517,0.0045986883,-0.015208438,-0.0018645376,-0.00020935573,-0.0075894296,-0.011964358,-0.0014765523,-0.018124754
E.128,0.0081979185,0.0012751855,0.010669809,-0.0119330585,0.0059632966,-0.004938362,-0.014561554,0.017399244,-0.009721683,0.008771636,-0.031707756,-0.006611951,0.017303992,0.01785885,-0.006323518,-0.021649495,0.002005443,1.6685575e-05,0.0021804683,0.00940161,0.0038278745,0.012402216,0.0047874264,-0.008775737,0.0015349388,-0.019455519,0.0058983155,-0.02069955,0.0011938289,-0.019905731,0.02252239,-0.005975306,0.005563803,-0.013901922,-0.0034992844,0.010867592,0.012047259,0.0035386384,0.013991669,-0.010251388,-0.002025777,-1.8638093e-06,-0.018607453,-0.000492407,0.00011404976,-0.004922867,-0.0036194162,-0.013048327,-2.6326627e-05,0.0045942664,0.002757579,-0.014396444,-0.013298161,-0.017406307,-0.00086407363,-0.010638007,0.022145966,-0.03596411,0.004213687,-0.017390903,0.0211782,-0.0065634884,0.004567012,-0.014859185,-0.0036145598,-0.00019218214,-0.008401662,-0.010586299,-0.001450438,-0.018093077
A.329,0.0081945285,0.00080369785,0.008282565,-0.010420173,0.0077848444,-0.0060935896,-0.014620183,0.016886324,-0.01099016,0.008826971,-0.031678263,-0.008590177,0.017303992,0.018349098,-0.0062910654,-0.021193102,0.0017319582,1.6685575e-05,0.002217032,0.008128518,0.0039779516,0.01239148,0.005207639,-0.008775737,9.903312e-05,-0.01778652,0.004710052,-0.02069955,0.0018895715,-0.019698374,0.02246102,-0.005962372,0.0056983307,-0.013863637,-0.0035011768,0.010830916,0.0127798,0.0034408867,0.013573989,-0.010251388,-0.0013949363,-2.6775524e-06,-0.01858066,-0.0010056002,0.00018814579,-0.004922867,-0.0036194162,-0.013048327,-2.580136e-05,0.0045942664,0.0029841363,-0.014338009,-0.013143338,-0.017574035,-0.00031042425,-0.013024239,0.022165688,-0.036273457,0.005064901,-0.017861243,0.02081944,-0.0065640137,0.0044935197,-0.014994994,-0.00019071996,-0.0001795534,-0.008670792,-0.01439745,-0.0012635775,-0.018019585
B.214,0.008207608,-0.00049507245,0.004023347,-0.012607425,0.0063397745,-0.008000759,-0.0140581895,0.016960472,-0.011619972,0.008552909,-0.031738196,-0.0057082293,0.017303992,0.01754261,-0.006773129,-0.021529824,0.011103854,1.6685575e-05,0.0020642802,0.0089001935,0.0043220157,0.01255505,0.0049927942,-0.008775737,0.0057606995,-0.020542353,0.00502583,-0.02069955,-0.0007477328,-0.019660667,0.022676732,-0.0059829056,0.0059057325,-0.013856116,-0.0037427247,0.01081115,0.004741041,0.003852427,0.016220436,-0.010251388,-0.0018097102,-1.3965182e-06,-0.018628553,-0.0013191616,5.948916e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6874244e-05,0.0045942664,0.0030485988,-0.014452688,-0.013244458,-0.017490037,-0.00053287204,-0.004888247,0.022115415,-0.036137648,0.008518469,-0.016728755,0.02103509,-0.006562941,0.004636731,-0.015170798,-0.0048813075,-0.00010157563,-0.0041585863,-0.009013094,-0.001361046,-0.018162796
D.117,0.0081725605,0.00050981715,0.01968779,-0.011976719,0.008289897,-0.004374979,-0.014573617,0.016907949,-0.009158986,0.00871931,-0.03168139,-0.0064120595,0.017303992,0.017698737,-0.0063657407,-0.021233544,0.0053784084,1.6685575e-05,0.0022135377,0.008967714,0.0037332969,0.012395659,0.0051581524,-0.008775737,0.0006607473,-0.018740982,0.006334383,-0.02069955,0.00063254684,-0.019968271,0.022464458,-0.0059767067,0.006125413,-0.013857336,-0.003564462,0.010849092,0.009321598,0.0035933852,0.011011347,-0.010251388,-0.0019994616,-1.6358681e-06,-0.018613026,-0.00070214784,0.00012586638,-0.004922867,-0.0036194162,-0.013048327,-2.585724e-05,0.0045942664,0.002041787,-0.014386304,-0.013190426,-0.017448783,-0.0004686783,-0.014704652,0.022685504,-0.03617046,0.0045409463,-0.017680783,0.020858452,-0.006563958,0.0046094544,-0.015365437,-0.007804692,-0.00012044795,-0.008999646,-0.0128462985,-0.0013589673,-0.01813552
C.128,0.008229975,-0.00018496439,0.028950296,-0.01434055,0.0048888237,-0.0025060307,-0.014883511,0.016675293,-0.0122803915,0.009077512,-0.03162382,-0.00475896,0.017303992,0.01880212,-0.006058909,-0.020155936,0.011957897,1.6685575e-05,0.002234064,0.006150313,0.0032649608,0.011993544,0.005315613,-0.008775737,0.017306179,-0.016072778,-0.0061733536,-0.02069955,-0.00048553944,-0.01973236,0.02238414,-0.005955428,0.0037688725,-0.01384008,-0.0031982958,0.010860737,0.0035191756,0.0042345673,0.012446806,-0.010251388,-0.00015879562,-1.920038e-06,-0.018378243,-0.001126512,5.311519e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4855137e-05,0.0045942664,0.0045621693,-0.014460787,-0.013315208,-0.017554462,-9.7240554e-05,-0.021055602,0.020844242,-0.03595013,0.009432834,-0.016164728,0.020179108,-0.00656496,0.004565209,-0.013399705,-0.008771852,-8.44989e-05,-0.008625463,-0.017163046,-0.0012041293,-0.018091274
C.129,0.00821517,-0.00019162521,0.02255277,-0.0150616765,0.002691985,-0.0024377238,-0.014535056,0.016749732,-0.0105742235,0.009026602,-0.03162097,-0.005605143,0.017303992,0.020314785,-0.0063782334,-0.02129139,0.012033246,1.6685575e-05,0.002232615,0.007124828,0.0036117444,0.012101496,0.005354207,-0.008775737,0.011378378,-0.01749426,-0.00192995,-0.02069955,4.6901405e-05,-0.019466162,0.022383,-0.005959004,0.0037813708,-0.013889383,-0.0032739043,0.010869164,0.00357881,0.003955111,0.014820546,-0.010251388,-0.0006654351,-1.5059486e-06,-0.018466786,-0.0010359278,7.4822456e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4806708e-05,0.0045942664,0.0036078691,-0.014434531,-0.013434358,-0.017463416,-0.00046042446,-0.014836062,0.021670474,-0.03573472,0.006643694,-0.016790811,0.021011904,-0.0065650083,0.0045745075,-0.013384774,-0.008733794,-0.00011684187,-0.0074714273,-0.014065184,-0.0013132356,-0.018100573
D.118,0.008217189,0.0002536811,0.015124127,-0.012774795,0.0049161026,-0.004363535,-0.014705498,0.016868982,-0.009433823,0.008787207,-0.031673167,-0.0055790334,0.017303992,0.017875204,-0.006234437,-0.021020055,0.009332404,1.6685575e-05,0.002222009,0.008127758,0.0035771187,0.01227838,0.005131688,-0.008775737,0.0075198114,-0.017501302,0.0011522733,-0.02069955,0.00025247037,-0.019725874,0.022443045,-0.005969256,0.0048808604,-0.013871136,-0.0033738315,0.010855485,0.005635975,0.0036920607,0.014548212,-0.010251388,-0.0014261245,-1.7695129e-06,-0.018561795,-0.0009617512,8.717552e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5711954e-05,0.0045942664,0.0035078526,-0.01442156,-0.013322748,-0.017454006,-0.0003399155,-0.0108092,0.02161344,-0.03594724,0.0054046772,-0.016921949,0.020770237,-0.006564103,0.00456091,-0.014331654,-0.00707303,-0.00019379891,-0.0066924095,-0.015217431,-0.0013839938,-0.018086975
E.129,0.008092962,0.0013350435,0.0040323697,-0.008515298,0.006204688,-0.0041219126,-0.013729664,0.017117169,-0.004286127,0.008474961,-0.031647507,-0.012533363,0.017303992,0.01948862,-0.00655121,-0.022314802,0.0025220066,1.6685575e-05,0.0021903552,0.0126705635,0.0045645917,0.012720535,0.0050910674,-0.008775737,-0.007533461,-0.019154195,0.0136608295,-0.02069955,0.0024961233,-0.019471519,0.02245906,-0.0059728622,0.006232299,-0.01378304,-0.0037085712,0.010815516,0.011822907,0.0029865056,0.012162313,-0.010251388,-0.0034791916,-1.2191013e-06,-0.018740311,0.0013130493,0.00015665218,-0.004922867,-0.0036194162,-0.013048327,-2.5264919e-05,0.0045942664,2.3066998e-05,-0.0143619105,-0.013321497,-0.017331675,-0.0011625513,-0.002335446,0.023693742,-0.036004968,-0.005616788,-0.018228356,0.021620348,-0.00656455,0.004572116,-0.015246615,-0.004591629,-0.00030121394,-0.011431068,-0.011532925,-0.0014563762,-0.018098181
C.130,0.008225473,7.307902e-05,0.027824,-0.015126258,0.00283702,-0.0037316512,-0.0148034785,0.016884066,-0.010916697,0.009047076,-0.031620853,-0.0035780114,0.017303992,0.018410718,-0.0061382707,-0.020331845,0.009256793,1.6685575e-05,0.0022391528,0.006348431,0.0033459319,0.0120213535,0.005197581,-0.008775737,0.016563475,-0.016314317,-0.005120147,-0.02069955,-0.00010389835,-0.019707989,0.022373281,-0.005956918,0.003836412,-0.013837458,-0.003235057,0.010898709,0.0057980996,0.004226908,0.015722632,-0.010251388,-0.00034098467,-1.418055e-06,-0.018433824,-0.0012582187,4.9043447e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4806708e-05,0.0045942664,0.0041520894,-0.014466345,-0.013350494,-0.01749327,-0.00014903766,-0.020863287,0.02130019,-0.03578139,0.007982548,-0.016266648,0.020262823,-0.0065650083,0.0045803115,-0.013471022,-0.009128183,-7.5547025e-05,-0.007344112,-0.0160987,-0.001287166,-0.018106377
A.330,0.008196346,0.00052014366,0.0066089593,-0.011017352,0.0058920616,-0.008769317,-0.014641065,0.016991615,-0.010458069,0.008707412,-0.03169932,-0.00708429,0.017303992,0.01733859,-0.0062913466,-0.021044567,0.0018166513,1.6685575e-05,0.0021993332,0.008966142,0.0037247157,0.012701476,0.005150374,-0.008775737,0.00079900026,-0.018386394,0.007556718,-0.02069955,0.0011204481,-0.019881822,0.022501592,-0.005969614,0.005872704,-0.013874302,-0.003811568,0.010836195,0.012875734,0.0036048144,0.017559722,-0.010251388,-0.0017292439,-4.746951e-06,-0.018644586,-0.0004284815,9.8377466e-05,-0.004922867,-0.0036194162,-0.013048327,-2.617389e-05,0.0045942664,0.00279966,-0.014411055,-0.013298221,-0.017486833,-0.0004092385,-0.015177956,0.022101255,-0.036017396,0.004795205,-0.017243199,0.020743623,-0.006563641,0.0046356134,-0.015046671,0.0014152974,-0.00017915852,-0.008915484,-0.013156153,-0.0014134981,-0.018161679
E.130,0.008207094,-1.7594546e-05,0.0103664175,-0.008768201,0.0064421976,-0.0047572535,-0.014463751,0.016871467,-0.010282816,0.008490793,-0.031653877,-0.010065407,0.017303992,0.018119836,-0.0064188894,-0.022025257,0.0075972956,1.6685575e-05,0.0022094809,0.010951789,0.0043733837,0.012417482,0.0052273534,-0.008775737,0.0011175871,-0.01932683,0.005610127,-0.02069955,0.002527386,-0.019758746,0.022442449,-0.0059693456,0.0061079264,-0.013860838,-0.0035137832,0.010806061,0.007737158,0.003832817,0.012182966,-0.010251388,-0.002746725,-2.3581088e-06,-0.018703803,-0.00073176064,0.0001343675,-0.004922867,-0.0036194162,-0.013048327,-2.5376678e-05,0.0045942664,0.0028389394,-0.01437936,-0.013174631,-0.017387502,-0.00075393636,-0.009744215,0.022078319,-0.0362565,0.0034398697,-0.017517742,0.021346197,-0.0065644383,0.0046104975,-0.015378311,-0.0032969266,-0.00019294955,-0.00945425,-0.010473512,-0.001452107,-0.018136563
A.331,0.0081698,0.0014575459,0.004830554,-0.009567946,0.008716383,-0.005549593,-0.014454888,0.016855113,-0.008236485,0.008595161,-0.031686638,-0.009790476,0.017303992,0.018556694,-0.0064026527,-0.021789506,0.002405364,1.6685575e-05,0.0022031032,0.010774629,0.0040636742,0.012673246,0.0051462017,-0.008775737,-0.0030842423,-0.019663084,0.009722825,-0.02069955,0.0015731454,-0.019674286,0.02248193,-0.005982548,0.005709246,-0.013866461,-0.003731668,0.010816373,0.011779396,0.0032025427,0.011990443,-0.010251388,-0.003106737,-1.2388919e-06,-0.018635467,-5.0920993e-05,0.00014292821,-0.004922867,-0.0036194162,-0.013048327,-2.5950372e-05,0.0045942664,0.0017824024,-0.014372796,-0.013324209,-0.01678957,-0.00081907585,-0.00420208,0.022787506,-0.035999425,0.0012394451,-0.017799746,0.021231726,-0.0065638646,0.0043381527,-0.01491867,-0.0048276633,-0.0002308283,-0.01028195,-0.010679431,-0.0020404719,-0.017864218
A.332,0.008209541,0.0005787797,0.011644725,-0.012953937,0.0072455266,-0.006905658,-0.014586346,0.016947139,-0.01084009,0.008710019,-0.0317134,-0.0057876376,0.017303992,0.018128017,-0.00634031,-0.021364227,0.006587901,1.6685575e-05,0.0021936595,0.009006934,0.0037186975,0.012470746,0.005079534,-0.008775737,0.0012558699,-0.018084422,0.0057133324,-0.02069955,0.0012473911,-0.01975578,0.022515636,-0.005973071,0.005638674,-0.01387715,-0.0035814047,0.010827489,0.008155761,0.0034608394,0.014799908,-0.010251388,-0.0019292473,-1.7746352e-06,-0.018600002,-0.0010262437,0.00013196096,-0.004922867,-0.0036194162,-0.013048327,-2.642721e-05,0.0045942664,0.0030689389,-0.014381617,-0.0132593885,-0.017260842,-0.00055779517,-0.012159597,0.021904984,-0.036092855,0.0056535713,-0.017445754,0.02095972,-0.006563388,0.004545763,-0.014967874,-0.004991129,-0.00017859228,-0.008039832,-0.013502948,-0.0015905388,-0.018071828
B.215,0.00815681,0.0011851974,0.013188731,-0.0113173425,0.0069990316,-0.0048798006,-0.0146408025,0.01707647,-0.0071883965,0.008679867,-0.031698227,-0.007104833,0.017303992,0.017682904,-0.006280167,-0.021514758,0.0019000378,1.6685575e-05,0.0022107512,0.009826886,0.003827379,0.012566464,0.004863452,-0.008775737,-0.0004092157,-0.019045543,0.0075002946,-0.02069955,0.0010988414,-0.01974143,0.02248557,-0.0060008466,0.005917281,-0.013896146,-0.0036922395,0.010851167,0.012282012,0.003447324,0.013169333,-0.010251388,-0.0028054803,-1.5567057e-06,-0.01857455,-0.00034159562,0.0001229383,-0.004922867,-0.0036194162,-0.013048327,-2.6155263e-05,0.0045942664,0.0016742051,-0.0143887475,-0.013272889,-0.01685077,-0.0006801272,-0.012180504,0.022857627,-0.036035635,0.0013084523,-0.017725658,0.02109383,-0.0065636598,0.004481919,-0.015126333,-0.004416749,-0.00016347505,-0.0076648295,-0.012334533,-0.0020205937,-0.018007984
C.131,0.008205239,0.00010902062,0.021000259,-0.012591779,0.004268014,-0.0015591513,-0.014075326,0.016893093,-0.009566711,0.008849554,-0.031639986,-0.008771818,0.017303992,0.02076018,-0.0066587515,-0.021939114,0.010676645,1.6685575e-05,0.0022296757,0.008519491,0.0040022293,0.012377376,0.00522412,-0.008775737,0.004806906,-0.018934261,0.0023982413,-0.02069955,0.00021719933,-0.019219227,0.022408731,-0.005962819,0.0043883845,-0.013790618,-0.0034568906,0.010855842,0.0047557037,0.0034999996,0.012510464,-0.010251388,-0.0013761311,-1.4156103e-06,-0.018578008,-0.00025216863,0.00012490526,-0.004922867,-0.0036194162,-0.013048327,-2.5134534e-05,0.0045942664,0.0030563623,-0.014387459,-0.013377883,-0.017339133,-0.0006881179,-0.013635477,0.021994283,-0.035854943,0.0040235184,-0.017368127,0.021412298,-0.0065646805,0.0045857206,-0.013918683,-0.0076972693,-0.0002097357,-0.009095788,-0.011409514,-0.001430843,-0.018111786
C.132,0.008232072,-0.00042228028,0.026209768,-0.014884159,0.0050254697,-0.0033178162,-0.014963387,0.016640242,-0.011556478,0.009115588,-0.03162243,-0.004052848,0.017303992,0.018614544,-0.0059798397,-0.020005554,0.013630202,1.6685575e-05,0.002240315,0.006133506,0.0032475041,0.012163529,0.005292084,-0.008775737,0.01772204,-0.016848724,-0.0058571436,-0.02069955,-0.00057082623,-0.019819397,0.022375178,-0.0059574544,0.0038118772,-0.013833592,-0.0033273697,0.010846976,0.0020456295,0.0042850524,0.013088867,-0.010251388,-7.9812016e-05,-1.2512319e-06,-0.018303648,-0.0011212565,4.4014305e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4832785e-05,0.0045942664,0.004673511,-0.014473826,-0.013344504,-0.01747977,-7.910561e-05,-0.019044034,0.020563522,-0.03592501,0.008921567,-0.015915956,0.020070925,-0.0065649822,0.00462598,-0.013419077,-0.008822605,-0.00012541004,-0.008437857,-0.015508719,-0.0012701042,-0.018152045
E.131,0.008201357,0.00023764744,0.010745518,-0.010811955,0.0058702314,-0.008172391,-0.01457346,0.01700833,-0.010618346,0.00856597,-0.03171413,-0.008023448,0.017303992,0.018173816,-0.006339263,-0.021167845,0.005603384,1.6685575e-05,0.0022173785,0.009973532,0.0038330825,0.012475083,0.0051681064,-0.008775737,0.0005824566,-0.01783692,0.0068734773,-0.02069955,0.002066791,-0.01965981,0.022492778,-0.0059634447,0.0054146275,-0.013862818,-0.0036007613,0.010802612,0.009443639,0.003309399,0.016684547,-0.010251388,-0.0021322458,-2.9541552e-06,-0.018704578,-0.00063750613,0.00012240931,-0.004922867,-0.0036194162,-0.013048327,-2.644211e-05,0.0045942664,0.0030383617,-0.014389835,-0.013299502,-0.01757513,-0.00044556148,-0.014220823,0.022051094,-0.036056228,0.004038196,-0.017368589,0.020812884,-0.006563373,0.0045918487,-0.014709577,-0.0031711012,-0.00016357191,-0.008047119,-0.014300741,-0.0012615435,-0.018117914
E.132,0.008165035,0.0011321492,0.007412974,-0.009765685,0.008496263,-0.0050375145,-0.013891565,0.01690732,-0.0061095525,0.00860206,-0.03168078,-0.0107416175,0.017303992,0.019383783,-0.0066367276,-0.021973073,0.0053450465,1.6685575e-05,0.0021851622,0.011410521,0.004266479,0.012758011,0.005225893,-0.008775737,-0.0023331642,-0.020445704,0.009311091,-0.02069955,0.0028429776,-0.019567356,0.022494499,-0.00597468,0.005660385,-0.013904679,-0.0037541837,0.010818787,0.009220896,0.0026385188,0.011848465,-0.010251388,-0.0031390428,-1.1962838e-06,-0.018681541,0.00036779325,0.0001344271,-0.004922867,-0.0036194162,-0.013048327,-2.5846064e-05,0.0045942664,0.0016553998,-0.01437971,-0.013315029,-0.016805813,-0.0009362474,-0.00694965,0.022881469,-0.036012,-0.002748672,-0.01773462,0.021380797,-0.006563969,0.0043751076,-0.014876887,-0.004820004,-0.0002930779,-0.012515381,-0.007946886,-0.0020302199,-0.017901173
E.133,0.008069105,0.001466278,-0.0019833818,-0.010163665,0.0045354674,-0.0046550315,-0.014006371,0.017006766,-0.0004943777,0.0086898655,-0.03168433,-0.01019812,0.017303992,0.019116068,-0.006657429,-0.022262752,0.001904849,1.6685575e-05,0.0021863133,0.011220692,0.004132838,0.012629615,0.005055409,-0.008775737,-0.008207679,-0.01932605,0.014942404,-0.02069955,0.0032624751,-0.019582748,0.02249983,-0.0059984326,0.0062802136,-0.013863257,-0.0035773367,0.010804579,0.012239961,0.0034154654,0.015180692,-0.010251388,-0.0030888706,-1.4035031e-06,-0.018619433,-1.0304153e-05,0.00013549998,-0.004922867,-0.0036194162,-0.013048327,-2.5909394e-05,0.0045942664,-0.0005444288,-0.014378421,-0.013388194,-0.017316125,-0.001287031,0.0032715574,0.023832427,-0.03590221,-0.0086210705,-0.018194716,0.021629557,-0.0065639056,0.004629463,-0.015210107,-0.004536882,-0.00034152903,-0.010267243,-0.010836534,-0.0015134253,-0.018155528
C.133,0.008225061,-0.0002544336,0.021515265,-0.014867395,0.0045351507,-0.003332911,-0.014692664,0.016792819,-0.011878731,0.009065688,-0.031626523,-0.0042400355,0.017303992,0.01880215,-0.0062487535,-0.020570815,0.009432009,1.6685575e-05,0.0022306852,0.00642691,0.003371181,0.012137348,0.0053310357,-0.008775737,0.013897032,-0.016124528,-0.0038233288,-0.02069955,-0.0004202202,-0.019675422,0.022385985,-0.0059471726,0.0037057512,-0.013849089,-0.0032745749,0.010884207,0.005978463,0.004074037,0.013778955,-0.010251388,-0.0002553328,-2.3499597e-06,-0.018433109,-0.001180795,6.546825e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4903566e-05,0.0045942664,0.0040144026,-0.014445126,-0.013409682,-0.017328948,-0.00013286981,-0.016575435,0.021233218,-0.03574238,0.009072963,-0.016516767,0.020448402,-0.0065649115,0.0045591667,-0.013328239,-0.006880626,-0.00015202351,-0.0070171505,-0.017374463,-0.0014866404,-0.018085232
E.134,0.0080509335,0.0010357983,0.008467816,-0.009459406,0.0047257403,-0.0034593623,-0.0134829525,0.017010972,-0.0044243503,0.008790009,-0.03166237,-0.011483315,0.017303992,0.019530887,-0.0069791377,-0.022652268,0.0034761243,1.6685575e-05,0.0021451116,0.012030261,0.0043311426,0.012653986,0.0051497184,-0.008775737,-0.010207206,-0.02152403,0.016466763,-0.02069955,0.0035149455,-0.019060493,0.022522055,-0.005998194,0.0066177845,-0.013873606,-0.0035342872,0.010799482,0.011070816,0.0031762123,0.014039934,-0.010251388,-0.003342533,-7.8231096e-07,-0.018618569,-0.00044056773,0.00015890226,-0.004922867,-0.0036194162,-0.013048327,-2.552569e-05,0.0045942664,-0.001455605,-0.01436051,-0.01333911,-0.017076388,-0.0017822944,-0.0029592458,0.024164895,-0.03599251,-0.005062107,-0.018471349,0.021907255,-0.0065642893,0.004631605,-0.0155608505,-0.007952318,-0.00040894933,-0.01245743,-0.0049864277,-0.0017691664,-0.01815767
A.333,0.008180831,0.0009596236,0.0047675297,-0.011905283,0.006880154,-0.00935152,-0.01478892,0.016975675,-0.012454884,0.008948617,-0.03167975,-0.005673204,0.017303992,0.016939731,-0.006127963,-0.021649078,0.0036131386,1.6685575e-05,0.002228655,0.007548878,0.003982895,0.0122157615,0.0050108097,-0.008775737,-0.00044181943,-0.018870153,0.0051959567,-0.02069955,0.0006025508,-0.019856438,0.022452518,-0.005977422,0.0055179223,-0.013891322,-0.0034244508,0.010865979,0.010801462,0.0037902296,0.017702147,-0.010251388,-0.0013434528,-3.4626573e-06,-0.018474326,-0.000986537,0.0001869537,-0.004922867,-0.0036194162,-0.013048327,-2.5827438e-05,0.0045942664,0.0027028471,-0.01433868,-0.013232686,-0.017688103,-0.00031175843,-0.011485165,0.022432884,-0.036071517,0.008015256,-0.01799066,0.021127746,-0.0065639876,0.0044628307,-0.01482971,-0.0012392253,-8.0561265e-05,-0.0036690235,-0.013013668,-0.0011895038,-0.017988896
