"Ligand","Receptor","Annotation","Reference"
"Icam5","Itgb2l","Secreted Signaling","NicheNet_v2_omnipath"
"Icam5","Prtg","Secreted Signaling","NicheNet_v2_omnipath"
"Icosl","Cd28","Secreted Signaling","NicheNet_v2_omnipath"
"Icosl","Ctla4","Secreted Signaling","NicheNet_v2_omnipath"
"Icosl","Icos","Secreted Signaling","NicheNet_v2_omnipath"
"Icosl","Ntm","Secreted Signaling","NicheNet_v2_omnipath"
"Ifitm6","Cd81","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna1","Ifnar1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ifna1","Ifnar2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ifna11","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna11","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna12","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna12","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna13","Cr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna13","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna13","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna14","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna14","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna15","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna15","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna16","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna16","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna2","Cr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna2","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna2","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna4","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna4","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna5","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna5","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna6","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna6","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna7","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna7","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna9","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifna9","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnab","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnab","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnb1","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnb1","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifne","Adgrv1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifne","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifne","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifng","Ifngr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifng","Ifngr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnk","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnk","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnl2","Ifnlr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnl2","Il10rb","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnl3","Ifnlr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ifnl3","Il10rb","Secreted Signaling","NicheNet_v2_omnipath"
"Igf1","Igf1r","Secreted Signaling","NicheNet_v2_omnipath"
"Igf1","Insr","Secreted Signaling","NicheNet_v2_omnipath"
"Igf1","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Igf1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Igf1","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Igf1","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Igf1","Trpv2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igf2","Igf1r","Secreted Signaling","NicheNet_v2_omnipath"
"Igf2","Igf2r","Secreted Signaling","NicheNet_v2_omnipath"
"Igf2","Insr","Secreted Signaling","NicheNet_v2_omnipath"
"Igf2","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Igf2","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Igf2","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Igf2","Itgb4","Secreted Signaling","NicheNet_v2_omnipath"
"Igfbp3","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Igfbp4","Fzd8","Secreted Signaling","NicheNet_v2_omnipath"
"Igfbp4","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Igfbp7","Mpig6b","Secreted Signaling","NicheNet_v2_omnipath"
"Igfbpl1","Dcc","Secreted Signaling","NicheNet_v2_omnipath"
"Igfl3","Igflr1","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf10","Cd200r4","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf10","Cd200r2","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf10","Cd200r3","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf10","Cd200r1","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf10","Igsf11","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf10","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf10","Milr1","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf10","Slamf9","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf11","Clec2l","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf11","Tmem190","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf11","Vsir","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf21","Cd22","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf21","Cd79b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf21","Csf3r","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf21","Havcr1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf21","Gm12169","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf21","BC053393","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf21","Timd2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf21","Ildr2","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf21","Iyd","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf21","Muc15","Secreted Signaling","NicheNet_v2_omnipath"
"Igsf21","Nrxn2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Igsf3","Ptgfrn","Secreted Signaling","NicheNet_v2_omnipath"
"Ihh","Boc","Secreted Signaling","NicheNet_v2_omnipath"
"Ihh","Cdon","Secreted Signaling","NicheNet_v2_omnipath"
"Ihh","Hhip","Secreted Signaling","NicheNet_v2_omnipath"
"Ihh","Ptch1","Secreted Signaling","NicheNet_v2_omnipath"
"Ihh","Ptch2","Secreted Signaling","NicheNet_v2_omnipath"
"Il10","Il10ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il10","Il10rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il11","Il11ra1","Secreted Signaling","NicheNet_v2_omnipath"
"Il11","Il11ra2","Secreted Signaling","NicheNet_v2_omnipath"
"Il11","Gm13305","Secreted Signaling","NicheNet_v2_omnipath"
"Il11","Il6ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il11","Il6st","Secreted Signaling","NicheNet_v2_omnipath"
"Il12a","Cd28","Secreted Signaling","NicheNet_v2_omnipath"
"Il12a","Il12rb1","Secreted Signaling","NicheNet_v2_omnipath"
"Il12a","Il12rb2","Secreted Signaling","NicheNet_v2_omnipath"
"Il12b","Boc","Secreted Signaling","NicheNet_v2_omnipath"
"Il12b","Il12rb1","Secreted Signaling","NicheNet_v2_omnipath"
"Il12b","Il12rb2","Secreted Signaling","NicheNet_v2_omnipath"
"Il12b","Il23r","Secreted Signaling","NicheNet_v2_omnipath"
"Il13","Il13ra1","Secreted Signaling","NicheNet_v2_omnipath"
"Il13","Il13ra2","Secreted Signaling","NicheNet_v2_omnipath"
"Il13","Il2rg","Secreted Signaling","NicheNet_v2_omnipath"
"Il13","Il4ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il15","Il15ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il15","Il2ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il15","Il2rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il15","Il2rg","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Cd4","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Cd9","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Grin2a","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Grin2b","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Grin2c","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Grin2d","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Kcna3","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Kcnd1","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Kcnd2","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Kcnj10","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Kcnj15","Secreted Signaling","NicheNet_v2_omnipath"
"Il16","Kcnj4","Secreted Signaling","NicheNet_v2_omnipath"
"Il17a","Il17ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il17a","Il17rc","Secreted Signaling","NicheNet_v2_omnipath"
"Il17b","Il17rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il17c","Il17ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il17c","Il17re","Secreted Signaling","NicheNet_v2_omnipath"
"Il17f","Il17ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il17f","Il17rc","Secreted Signaling","NicheNet_v2_omnipath"
"Il18","Il18r1","Secreted Signaling","NicheNet_v2_omnipath"
"Il18","Il18rap","Secreted Signaling","NicheNet_v2_omnipath"
"Il18","Il1rapl1","Secreted Signaling","NicheNet_v2_omnipath"
"Il18","Il1rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il18bp","Il6ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il18bp","Kir3dl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il18bp","Kir3dl1","Secreted Signaling","NicheNet_v2_omnipath"
"Il18bp","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Il19","Il20ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il19","Il20rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il1a","Il1r1","Secreted Signaling","NicheNet_v2_omnipath"
"Il1a","Il1r2","Secreted Signaling","NicheNet_v2_omnipath"
"Il1a","Il1rap","Secreted Signaling","NicheNet_v2_omnipath"
"Il1b","Adrb2","Secreted Signaling","NicheNet_v2_omnipath"
"Il1b","Il12rb2","Secreted Signaling","NicheNet_v2_omnipath"
"Il1b","Il1r1","Secreted Signaling","NicheNet_v2_omnipath"
"Il1b","Il1r2","Secreted Signaling","NicheNet_v2_omnipath"
"Il1b","Il1rap","Secreted Signaling","NicheNet_v2_omnipath"
"Il1f10","Il1r1","Secreted Signaling","NicheNet_v2_omnipath"
"Il1f10","Il1rapl1","Secreted Signaling","NicheNet_v2_omnipath"
"Il1f10","Il1rapl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il1f10","Il1rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il1f10","Sigirr","Secreted Signaling","NicheNet_v2_omnipath"
"Il1rn","Il1r1","Secreted Signaling","NicheNet_v2_omnipath"
"Il1rn","Il1r2","Secreted Signaling","NicheNet_v2_omnipath"
"Il1rn","Il1rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il2","Cd53","Secreted Signaling","NicheNet_v2_omnipath"
"Il2","Il2ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il2","Il2rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il2","Il2rg","Secreted Signaling","NicheNet_v2_omnipath"
"Il2","Ngfr","Secreted Signaling","NicheNet_v2_omnipath"
"Il20","Il20ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il20","Il20rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il20","Il22ra1","Secreted Signaling","NicheNet_v2_omnipath"
"Il21","Il21r","Secreted Signaling","NicheNet_v2_omnipath"
"Il21","Il2rg","Secreted Signaling","NicheNet_v2_omnipath"
"Il21","Il4ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il22","Il10ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il22","Il10rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il22","Il20ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il22","Il20rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il22","Il22ra1","Secreted Signaling","NicheNet_v2_omnipath"
"Il22","Il22ra2","Secreted Signaling","NicheNet_v2_omnipath"
"Il22b","Il10ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il22b","Il10rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il22b","Il20ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il22b","Il20rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il22b","Il22ra1","Secreted Signaling","NicheNet_v2_omnipath"
"Il22b","Il22ra2","Secreted Signaling","NicheNet_v2_omnipath"
"Il23a","Gp6","Secreted Signaling","NicheNet_v2_omnipath"
"Il23a","Il12rb1","Secreted Signaling","NicheNet_v2_omnipath"
"Il23a","Il12rb2","Secreted Signaling","NicheNet_v2_omnipath"
"Il23a","Il23r","Secreted Signaling","NicheNet_v2_omnipath"
"Il23a","Siglech","Secreted Signaling","NicheNet_v2_omnipath"
"Il23a","Siglecf","Secreted Signaling","NicheNet_v2_omnipath"
"Il23a","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"Il24","Il10rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il24","Il20ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il24","Il20rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il24","Il22ra1","Secreted Signaling","NicheNet_v2_omnipath"
"Il25","Il17ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il25","Il17rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il27","Il27ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il3","Bcl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il3","Csf2ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il3","Csf2rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il3","Csf2rb2","Secreted Signaling","NicheNet_v2_omnipath"
"Il3","Il3ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il31","Il31ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il31","Osmr","Secreted Signaling","NicheNet_v2_omnipath"
"Il33","Il1rap","Secreted Signaling","NicheNet_v2_omnipath"
"Il33","Il1rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Il34","Csf1r","Secreted Signaling","NicheNet_v2_omnipath"
"Il34","Ptprz1","Secreted Signaling","NicheNet_v2_omnipath"
"Il36a","Il1rap","Secreted Signaling","NicheNet_v2_omnipath"
"Il36a","Il1rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il36b","Il1rap","Secreted Signaling","NicheNet_v2_omnipath"
"Il36b","Il1rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il36g","Ifnar1","Secreted Signaling","NicheNet_v2_omnipath"
"Il36g","Ifnar2","Secreted Signaling","NicheNet_v2_omnipath"
"Il36g","Il1rap","Secreted Signaling","NicheNet_v2_omnipath"
"Il36g","Il1rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il36rn","Il1rap","Secreted Signaling","NicheNet_v2_omnipath"
"Il36rn","Il1rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Il4","Cd53","Secreted Signaling","NicheNet_v2_omnipath"
"Il4","Il13ra1","Secreted Signaling","NicheNet_v2_omnipath"
"Il4","Il13ra2","Secreted Signaling","NicheNet_v2_omnipath"
"Il4","Il2rg","Secreted Signaling","NicheNet_v2_omnipath"
"Il4","Il4ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il5","Csf2rb","Secreted Signaling","NicheNet_v2_omnipath"
"Il5","Csf2rb2","Secreted Signaling","NicheNet_v2_omnipath"
"Il5","Il5ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il6","Il6ra","Secreted Signaling","NicheNet_v2_omnipath"
"Il6","Il6st","Secreted Signaling","NicheNet_v2_omnipath"
"Il7","Il2rg","Secreted Signaling","NicheNet_v2_omnipath"
"Il7","Il7r","Secreted Signaling","NicheNet_v2_omnipath"
"Il9","Il2rg","Secreted Signaling","NicheNet_v2_omnipath"
"Il9","Il9r","Secreted Signaling","NicheNet_v2_omnipath"
"Ildr2","Clec12b","Secreted Signaling","NicheNet_v2_omnipath"
"Ildr2","Csf2rb","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ildr2","Csf2rb2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ildr2","Flt4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ildr2","Igsf21","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Impg2","Cadm3","Secreted Signaling","NicheNet_v2_omnipath"
"Impg2","Prlr","Secreted Signaling","NicheNet_v2_omnipath"
"Inha","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Inha","Acvr1b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Inha","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Inha","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Inha","Tgfbr3","Secreted Signaling","NicheNet_v2_omnipath"
"Inhba","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Inhba","Acvr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Inhba","Acvr1c","Secreted Signaling","NicheNet_v2_omnipath"
"Inhba","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Inhba","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Inhba","Bambi","Secreted Signaling","NicheNet_v2_omnipath"
"Inhba","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Inhba","Tgfbr3","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbb","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbb","Acvr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbb","Acvr1c","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbb","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbb","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbb","Bambi","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbb","Cfc1","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbc","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbc","Acvr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbc","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbc","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbe","Acvr1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Inhbe","Acvr1b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Inhbe","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Inhbe","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Ins1","Igf1r","Secreted Signaling","NicheNet_v2_omnipath"
"Ins1","Insr","Secreted Signaling","NicheNet_v2_omnipath"
"Ins1","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Ins2","Igf1r","Secreted Signaling","NicheNet_v2_omnipath"
"Ins2","Insr","Secreted Signaling","NicheNet_v2_omnipath"
"Ins2","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Adcyap1r1","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Adrb2","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Adrb3","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Gpr20","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Gpr84","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Pth1r","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Ramp2","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Ramp3","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Rxfp1","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Rxfp2","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Tshr","Secreted Signaling","NicheNet_v2_omnipath"
"Insl3","Vipr1","Secreted Signaling","NicheNet_v2_omnipath"
"Insl5","Adra2a","Secreted Signaling","NicheNet_v2_omnipath"
"Insl5","Grm7","Secreted Signaling","NicheNet_v2_omnipath"
"Insl5","Mtnr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Insl5","Rxfp3","Secreted Signaling","NicheNet_v2_omnipath"
"Insl5","Rxfp4","Secreted Signaling","NicheNet_v2_omnipath"
"Itga4","Vcam1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Itga9","Vcam1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Itgal","Cd226","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Itgal","Icam1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Itgam","Icam1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Itgb1","Vcam1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Itgb2","Cd226","Secreted Signaling","NicheNet_v2_omnipath"
"Itgb2","Cd82","Secreted Signaling","NicheNet_v2_omnipath"
"Itgb2","Icam1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Itgb2","Thy1","Secreted Signaling","NicheNet_v2_omnipath"
"Itgb2l","Cd226","Secreted Signaling","NicheNet_v2_omnipath"
"Itgb2l","Cd82","Secreted Signaling","NicheNet_v2_omnipath"
"Itgb2l","Icam1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Itgb2l","Thy1","Secreted Signaling","NicheNet_v2_omnipath"
"Itih2","Fcer1a","Secreted Signaling","NicheNet_v2_omnipath"
"Itm2b","Ror2","Secreted Signaling","NicheNet_v2_omnipath"
"Izumo1","Cd9","Secreted Signaling","NicheNet_v2_omnipath"
"Izumo1","Izumo1r","Secreted Signaling","NicheNet_v2_omnipath"
"Izumo1","Lilra5","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Jag1","Cd46","Secreted Signaling","NicheNet_v2_omnipath"
"Jag1","Notch1","Secreted Signaling","NicheNet_v2_omnipath"
"Jag1","Notch2","Secreted Signaling","NicheNet_v2_omnipath"
"Jag1","Notch3","Secreted Signaling","NicheNet_v2_omnipath"
"Jag1","Notch4","Secreted Signaling","NicheNet_v2_omnipath"
"Jag2","Notch1","Secreted Signaling","NicheNet_v2_omnipath"
"Jag2","Notch2","Secreted Signaling","NicheNet_v2_omnipath"
"Jag2","Notch3","Secreted Signaling","NicheNet_v2_omnipath"
"Jag2","Notch4","Secreted Signaling","NicheNet_v2_omnipath"
"Jam2","F11r","Secreted Signaling","NicheNet_v2_omnipath"
"Jam2","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Jam2","Itga4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Jam2","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Jam2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Jam2","Jam2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Jam2","Jam3","Secreted Signaling","NicheNet_v2_omnipath"
"Jam3","F11r","Secreted Signaling","NicheNet_v2_omnipath"
"Jam3","Itgam","Secreted Signaling","NicheNet_v2_omnipath"
"Jam3","Gm49368","Secreted Signaling","NicheNet_v2_omnipath"
"Jam3","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Jam3","Itgb2","Secreted Signaling","NicheNet_v2_omnipath"
"Jam3","Itgb2l","Secreted Signaling","NicheNet_v2_omnipath"
"Jam3","Jam2","Secreted Signaling","NicheNet_v2_omnipath"
"Jam3","Jam3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Jaml","Cd320","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Jaml","Cxadr","Secreted Signaling","NicheNet_v2_omnipath"
"Jaml","Gm1123","Secreted Signaling","NicheNet_v2_omnipath"
"Kcna1","Cntn1","Secreted Signaling","NicheNet_v2_omnipath"
"Kcna1","Cntnap1","Secreted Signaling","NicheNet_v2_omnipath"
"Kcna1","Rtn4","Secreted Signaling","NicheNet_v2_omnipath"
"Kirrel","Kirrel","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Kirrel3","Cd33","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Kiss1","Kiss1r","Secreted Signaling","NicheNet_v2_omnipath"
"Kitl","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Kitl","Kit","Secreted Signaling","NicheNet_v2_omnipath"
"Kitl","Lrrn3","Secreted Signaling","NicheNet_v2_omnipath"
"Kl","Fgfr1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Kl","Fgfr3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Kl","Fgfr4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Kl","Igf1r","Secreted Signaling","NicheNet_v2_omnipath"
"Kl","Insr","Secreted Signaling","NicheNet_v2_omnipath"
"Kl","Trpv5","Secreted Signaling","NicheNet_v2_omnipath"
"Kl","Trpv6","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b1","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b1","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b11","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b11","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b16","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b16","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b21","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b21","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b22","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b22","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b24","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b24","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b26","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b26","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b27","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b27","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b3","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b3","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b4","Epor","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b4","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Klk1b5","Epor","Secreted Signaling","NicheNet_v2_omnipath"
