"Ligand","Receptor","Annotation","Reference"
"Bmp1","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp1","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp10","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp10","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp10","Acvr2b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Bmp10","Acvrl1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp10","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp10","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp10","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp10","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp15","Acvr1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Bmp15","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp15","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp15","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp15","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp15","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp15","Tgfbr1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp2","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp2","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp2","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp2","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp2","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp2","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp2","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp2","Hjv","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp3","Acvr1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Bmp3","Acvr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp3","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp3","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp3","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp3","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp3","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp4","Acvr1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Bmp4","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp4","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp4","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp4","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp4","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp4","Grem2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp5","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp5","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp5","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp5","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp5","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp5","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp5","Hjv","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp5","Ptprd","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp6","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp6","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp6","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp6","Amhr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp6","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp6","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp6","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp6","Hjv","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp7","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp7","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp7","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp7","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp7","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp7","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp7","Eng","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp8a","Acvr1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp8a","Acvr2a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp8a","Acvr2b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp8a","Bmpr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp8a","Bmpr1b","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp8a","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp8a","Tgfbr1","Secreted Signaling","NicheNet_v2_omnipath"
"Bmp8a","Tgfbr2","Secreted Signaling","NicheNet_v2_omnipath"
"Boc","Lilra6","Secreted Signaling","NicheNet_v2_omnipath"
"Boc","Ptch1","Secreted Signaling","NicheNet_v2_omnipath"
"Boc","Ptch2","Secreted Signaling","NicheNet_v2_omnipath"
"Boc","Smo","Secreted Signaling","NicheNet_v2_omnipath"
"Bpi","Slamf9","Secreted Signaling","NicheNet_v2_omnipath"
"Bst2","Pira1","Secreted Signaling","NicheNet_v2_omnipath"
"Bst2","Pira12","Secreted Signaling","NicheNet_v2_omnipath"
"Bst2","Lilra5","Secreted Signaling","NicheNet_v2_omnipath"
"Bst2","Lilra6","Secreted Signaling","NicheNet_v2_omnipath"
"Bst2","Pira2","Secreted Signaling","NicheNet_v2_omnipath"
"Bst2","Pirb","Secreted Signaling","NicheNet_v2_omnipath"
"Bst2","Pira13","Secreted Signaling","NicheNet_v2_omnipath"
"Btc","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Btc","Erbb2","Secreted Signaling","NicheNet_v2_omnipath"
"Btc","Erbb3","Secreted Signaling","NicheNet_v2_omnipath"
"Btc","Erbb4","Secreted Signaling","NicheNet_v2_omnipath"
"Btla","Cd247","Secreted Signaling","NicheNet_v2_omnipath"
"Btla","Cd276","Secreted Signaling","NicheNet_v2_omnipath"
"Btla","Cd79a","Secreted Signaling","NicheNet_v2_omnipath"
"Btla","Tnfrsf14","Secreted Signaling","NicheNet_v2_omnipath"
"Btla","Vtcn1","Secreted Signaling","NicheNet_v2_omnipath"
"Btn1a1","Jaml","Secreted Signaling","NicheNet_v2_omnipath"
"Btn1a1","Negr1","Secreted Signaling","NicheNet_v2_omnipath"
"Btn1a1","Tarm1","Secreted Signaling","NicheNet_v2_omnipath"
"Btnl9","Il6ra","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Btnl9","Lrfn5","Secreted Signaling","NicheNet_v2_omnipath"
"C1qa","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"C1qa","Cd93","Secreted Signaling","NicheNet_v2_omnipath"
"C1qa","Cr1l","Secreted Signaling","NicheNet_v2_omnipath"
"C1qa","Cspg4","Secreted Signaling","NicheNet_v2_omnipath"
"C1qb","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"C1qb","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"C1qtnf1","Avpr2","Secreted Signaling","NicheNet_v2_omnipath"
"C1qtnf5","Mfrp","Secreted Signaling","NicheNet_v2_omnipath"
"C3","C3ar1","Secreted Signaling","NicheNet_v2_omnipath"
"C3","C5ar2","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Cd19","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Cd46","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Cr1l","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Cr2","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Itgam","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Gm49368","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Itgax","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Itgb2","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Itgb2l","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"C3","Vsig4","Secreted Signaling","NicheNet_v2_omnipath"
"C4b","C3ar1","Secreted Signaling","NicheNet_v2_omnipath"
"C4b","C5ar2","Secreted Signaling","NicheNet_v2_omnipath"
"C4b","Cd46","Secreted Signaling","NicheNet_v2_omnipath"
"C4b","Cr1l","Secreted Signaling","NicheNet_v2_omnipath"
"C4b","Cr2","Secreted Signaling","NicheNet_v2_omnipath"
"C4b","Nrp1","Secreted Signaling","NicheNet_v2_omnipath"
"C4bp","Bmpr2","Secreted Signaling","NicheNet_v2_omnipath"
"C4bp","Cd40","Secreted Signaling","NicheNet_v2_omnipath"
"C4bp","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm1","Cadm1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm1","Cadm3","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm1","Erbb3","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm1","Nectin3","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm2","Cadm1","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm2","Cadm3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm2","Cadm4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm3","Cadm1","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm3","Cadm2","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm3","Cadm3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm3","Cadm4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm3","Cfap54","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm3","Il2rg","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm3","Lrch4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm3","Gm20605","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm3","Nectin1","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm3","Nectin3","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm3","Pear1","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm3","Prlr","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Cadm4","Cadm2","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm4","Cadm3","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm4","Erbb3","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm4","Mag","Secreted Signaling","NicheNet_v2_omnipath"
"Cadm4","Sdk2","Secreted Signaling","NicheNet_v2_omnipath"
"Calca","Calcr","Secreted Signaling","NicheNet_v2_omnipath"
"Calca","Calcrl","Secreted Signaling","NicheNet_v2_omnipath"
"Calca","Ramp1","Secreted Signaling","NicheNet_v2_omnipath"
"Calca","Ramp2","Secreted Signaling","NicheNet_v2_omnipath"
"Calca","Ramp3","Secreted Signaling","NicheNet_v2_omnipath"
"Calcb","Calcr","Secreted Signaling","NicheNet_v2_omnipath"
"Calcb","Calcrl","Secreted Signaling","NicheNet_v2_omnipath"
"Calcb","Ramp1","Secreted Signaling","NicheNet_v2_omnipath"
"Calcb","Ramp2","Secreted Signaling","NicheNet_v2_omnipath"
"Calcb","Ramp3","Secreted Signaling","NicheNet_v2_omnipath"
"Calm1","Cnga2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm1","Kcnh1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm1","Mylk","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm1","Mylk2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm1","Pde1a","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm1","Pde1b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm1","Pde1c","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm2","Cnga2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm2","Kcnh1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm2","Mylk","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm2","Mylk2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm2","Pde1a","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm2","Pde1b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm2","Pde1c","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm3","Cnga2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm3","Kcnh1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm3","Mylk","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm3","Mylk2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm3","Pde1a","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm3","Pde1b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calm3","Pde1c","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Calr","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Mpl","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Mtnr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Scarf1","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Tap1","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Tap2","Secreted Signaling","NicheNet_v2_omnipath"
"Calr","Tshr","Secreted Signaling","NicheNet_v2_omnipath"
"Camp","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Camp","Fpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Camp","Fpr3","Secreted Signaling","NicheNet_v2_omnipath"
"Camp","Igf1r","Secreted Signaling","NicheNet_v2_omnipath"
"Camp","P2rx7","Secreted Signaling","NicheNet_v2_omnipath"
"Car12","Siglech","Secreted Signaling","NicheNet_v2_omnipath"
"Car12","Siglecf","Secreted Signaling","NicheNet_v2_omnipath"
"Car12","Cd33","Secreted Signaling","NicheNet_v2_omnipath"
"Cck","Cckar","Secreted Signaling","NicheNet_v2_omnipath"
"Cck","Cckbr","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl1","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl1","Ackr2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl1","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl1","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl1","Ccr2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl1","Ccr3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl1","Ccr5","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl1","Ccr8","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl11","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl11","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl11","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl11","Ccr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl11","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl11","Ccr5","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl11","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl11","Dpp4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ccr10","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ccr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ccr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ccr5","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl12","Ccr8","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl17","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl17","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl17","Ccr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl17","Ccr8","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19","Ccr10","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19","Ccr7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19","Ccrl2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19-ps1","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19-ps1","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19-ps1","Ccr10","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19-ps1","Ccr7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19-ps1","Ccrl2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl19-ps1","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Ccr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Ccr5","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl2","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl20","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl20","Ccr6","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl20","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21a","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21a","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21a","Ccr7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21a","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21b","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21b","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21b","Ccr7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21b","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21d","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21d","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21d","Ccr7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl21d","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl22","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl22","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl22","Ccr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl22","Ccr7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl22","Dpp4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl24","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl24","Ccr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl24","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl25","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl25","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl25","Ccr10","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl25","Ccr9","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl26","Ccr3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl26","Ccr2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl27a","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27a","Adra2a","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27a","Ccr10","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27a","Grm7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27a","Mtnr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27b","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27b","Adra2a","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27b","Ccr10","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27b","Grm7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl27b","Mtnr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl28","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl28","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl28","Adra2a","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl28","Ccr10","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl28","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl28","Grm7","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl28","Mtnr1a","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl3","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl3","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl3","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl3","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl3","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl3","Ccr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl3","Ccr5","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl3","Ccr8","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl4","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl4","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl4","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl4","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl4","Ccr5","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl4","Ccr8","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Ccr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Ccr5","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Gpr75","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl5","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl6","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl6","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl6","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl6","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl6","Fpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl6","Fpr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ackr4","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ccr10","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ccr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Ccr5","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl7","Cxcr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl8","Ackr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl8","Ackr2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl8","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl8","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl8","Ccr2","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl8","Ccr3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl8","Ccr5","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Ccl8","Ccr8","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl9","Ackr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl9","Ccr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl9","Ccr1l1","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl9","Ccr3","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl9","Fpr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ccl9","Fpr3","Secreted Signaling","NicheNet_v2_omnipath"
