,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
A.312,0.012544811,0.004546225,0.00082938373,0.0014642626,0.008749157,-1.3411045e-06,0.016580433,0.0029070526,2.9616058e-07,4.927069e-05,4.377216e-05,4.053116e-06,0.004221529,0.008068085,3.259629e-09,0.004246652,0.001975298,0.0024187863,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,0.0002033338,0.004572019,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0014650524,0.0074747205,0.01885426,0.00082971156,0.0128825605,0.014116049,-5.517155e-06,5.921349e-06,0.018782556,0.015794724,-1.14664435e-05,0.0014313608,0.0044561774,0.0037651658,0.009001613,2.052635e-05,0.004690498,0.009272486,0.018893272,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017846882,0.0005576834,0.00025232136,1.5366822e-08,6.3013285e-06,0.0038783848,-2.6762486e-05,0.00013340265,0.00076007843,0.0,6.3315034e-05,-6.2864274e-07,0.006588191,2.419576e-05,0.02023375,0.011492997,0.013108671,0.011846036,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,9.2089176e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0042596906,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.017023712,0.017422229,0.008591086,0.01322034,0.00010687858,0.004671335,0.013658345,0.005591303,0.012584358,0.0048622787,0.03468758,0.0004950091,4.8466027e-06,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00022791326,0.01791501,0.00088594854,0.00020970404,-1.1667609e-05,0.01445502,0.009633422,-7.683411e-09,5.607307e-05,0.0013994575,0.022566527,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013905495,-7.547438e-06,0.030928046,0.01096195,1.8741935e-05,0.020024776,0.020968825,0.011547059,0.025472254,0.000118397176,0.00017772615,0.020747483,-2.9094517e-06,0.011412382,-2.354756e-05,0.00014240295,0.00573498,0.003193438,0.0113684535,0.005691886,0.0033918172,5.54882e-06,4.982576e-07,5.0216913e-06,3.4179538e-07,0.010908484,6.617606e-05
B.199,0.012544811,0.0030554235,0.0011475235,0.0018146485,0.008956909,-1.3411045e-06,0.019038677,0.008075148,0.001346007,7.194653e-05,4.536286e-05,4.053116e-06,0.004685983,0.008068085,5.820766e-11,0.004246652,0.001975298,0.002620265,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.5005469e-05,0.0072817802,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016487986,0.007567078,0.01916331,0.0005397722,0.0087322295,0.013620555,-5.517155e-06,5.921349e-06,0.018782556,0.015796363,-1.14664435e-05,0.0014313608,0.0044561774,0.003848642,0.009001613,0.00017435849,0.0048296303,0.00934279,0.01777178,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017846435,0.0031162053,0.0006738603,1.6205013e-07,3.5550445e-05,0.0038783848,-2.6762486e-05,0.0006649196,0.00076007843,2.8330833e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4225563e-05,0.028142959,0.012264609,0.01312688,0.012333155,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00016053021,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0059712827,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.028052032,0.017422229,0.008614689,0.013303369,2.2944063e-05,0.004671335,0.013958156,0.0052170753,0.013176441,0.005061835,0.034093022,0.0004950091,0.00021702051,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0004631877,0.01791501,0.0009242296,0.0003882721,-1.1667609e-05,0.014988244,0.009633422,-7.683411e-09,2.7175993e-05,0.0013994575,0.021813333,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014030278,-7.547438e-06,0.030928046,0.011122763,5.4709613e-05,0.020024776,0.020968825,0.011547059,0.02791223,0.000118397176,0.00013840944,0.022351027,-2.9094517e-06,0.01164493,-2.354756e-05,0.00017074496,0.005436152,0.003193438,0.0113684535,0.006103307,0.0021305978,5.54882e-06,2.393499e-07,2.6989728e-06,2.7474016e-07,0.010908484,9.673834e-05
E.125,0.012544811,0.0060868263,0.0013813674,0.0018895268,0.0088635385,-1.3411045e-06,0.020111859,0.008000553,0.0002643317,6.747618e-05,5.1006675e-05,4.053116e-06,0.0044505596,0.008068085,5.401671e-08,0.004246652,0.001975298,0.0026243627,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,7.365644e-05,0.0067062676,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016145855,0.007627994,0.019021124,0.0009249747,0.0073557794,0.014484972,-5.517155e-06,5.921349e-06,0.018782556,0.0158194,-1.14664435e-05,0.0014313608,0.0044561774,0.0038056672,0.009001613,0.0002604574,0.0048045516,0.009545773,0.017981201,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017873943,0.0033264756,0.0010223538,6.714836e-07,5.3562224e-05,0.0038783848,-2.6762486e-05,0.0005913675,0.00076007843,1.0803342e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4642795e-05,0.022316873,0.011743724,0.013160795,0.012498856,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00040577352,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.014319897,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.02866599,0.017422229,0.008621544,0.013461441,4.5657158e-05,0.004671335,0.014041722,0.0058429837,0.012984186,0.0051971674,0.034875274,0.0004950091,0.0002444759,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0011895597,0.01791501,0.0009329617,0.0005374402,-1.1667609e-05,0.015308797,0.009633422,-7.683411e-09,6.8645924e-05,0.0013994575,0.022646487,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014012605,-7.547438e-06,0.030928046,0.011119366,5.898252e-05,0.020024776,0.020968825,0.011547059,0.03208202,0.000118397176,0.00017248839,0.022600114,-2.9094517e-06,0.0116864145,-2.354756e-05,0.00017650425,0.0057576895,0.003193438,0.0113684535,0.006223619,0.0034793913,5.54882e-06,3.7252903e-07,1.4826655e-06,4.749745e-08,0.010908484,0.00010355562
D.113,0.012544811,0.0023861974,0.0012898147,0.0018822253,0.008787751,-1.3411045e-06,0.026141196,0.0075537264,0.00010082126,3.3438206e-05,4.7001988e-05,4.053116e-06,0.0044760555,0.008068085,2.4363399e-06,0.004246652,0.001975298,0.0023918003,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.0902604e-05,0.0044269264,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0017921627,0.0076277554,0.01896879,0.00056724995,0.0073186755,0.013758153,-5.517155e-06,5.921349e-06,0.018782556,0.015803307,-1.14664435e-05,0.0014313608,0.0044561774,0.0037683547,0.009001613,7.4483454e-05,0.004567951,0.009229392,0.016955167,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017841756,0.0015482754,0.00027834624,-1.7462298e-10,3.396347e-05,0.0038783848,-2.6762486e-05,0.00023572892,0.00076007843,-3.213063e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.4348497e-05,0.019932508,0.011460781,0.013141811,0.012634158,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.0008137822,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.005141303,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.02904734,0.017422229,0.008583546,0.0133037865,4.861504e-07,0.004671335,0.015901417,0.009452254,0.0141091645,0.005085334,0.03314224,0.0004950091,0.00027843565,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00023296475,0.01791501,0.0009456873,0.00031140447,-1.1667609e-05,0.014654279,0.009633422,-7.683411e-09,4.1078776e-05,0.0013994575,0.022216767,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014013588,-7.547438e-06,0.030928046,0.01104334,2.4348497e-05,0.020024776,0.020968825,0.011547059,0.030806512,0.000118397176,0.00015307963,0.025432318,-2.9094517e-06,0.012106478,-2.354756e-05,0.00023759902,0.0055185556,0.003193438,0.0113684535,0.0059008,0.0025378466,5.54882e-06,3.548339e-07,3.4421682e-06,1.2060627e-07,0.010908484,0.00018373132
A.313,0.012544811,0.004517883,0.0012705475,0.0019561946,0.008867264,-1.3411045e-06,0.018204063,0.006118417,0.0006426424,4.6085566e-05,4.7311187e-05,4.053116e-06,0.004858494,0.008068085,1.0849908e-07,0.004246652,0.001975298,0.002543971,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,0.00016953051,0.007156968,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015778393,0.0075740516,0.019088238,0.00078600645,0.006342292,0.01435253,-5.517155e-06,5.921349e-06,0.018782556,0.015790641,-1.14664435e-05,0.0014313608,0.0044561774,0.003876835,0.009001613,0.0003034398,0.004668027,0.009509444,0.018482208,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01789692,0.006254941,0.0013045818,2.4028122e-07,5.5253506e-05,0.0038783848,-2.6762486e-05,0.0007094741,0.00076007843,1.2263656e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4121255e-05,0.022108257,0.0115561485,0.013124734,0.012395203,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00028011948,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0064148307,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.023453355,0.017422229,0.008638531,0.013304442,2.0489097e-07,0.004671335,0.013837129,0.00594905,0.012356132,0.005153835,0.03373936,0.0004950091,0.00044338405,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.000266321,0.01791501,0.00091835856,0.0004510805,-1.1667609e-05,0.0152312815,0.009633422,-7.683411e-09,5.032122e-05,0.0013994575,0.022443682,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014113575,-7.547438e-06,0.030928046,0.011194587,6.850809e-05,0.020024776,0.020968825,0.011547059,0.02845779,0.000118397176,0.00016319752,0.022131056,-2.9094517e-06,0.011626482,-2.354756e-05,0.00016928464,0.005577475,0.003193438,0.0113684535,0.0062744617,0.0028203279,5.54882e-06,2.188608e-07,2.110377e-06,8.1490725e-09,0.010908484,9.535253e-05
D.114,0.012544811,0.0018062443,0.00080505013,0.0018759072,0.008859545,-1.3411045e-06,0.019512385,0.008793801,0.00052782893,3.894046e-05,5.8997422e-05,4.053116e-06,0.00439927,0.008068085,1.4901161e-08,0.004246652,0.001975298,0.002584681,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,4.801899e-06,0.0050773323,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016545057,0.0075717866,0.01907143,0.00065022707,0.0073916316,0.01343447,-5.517155e-06,5.921349e-06,0.018782556,0.015759826,-1.14664435e-05,0.0014313608,0.0044561774,0.0038688928,0.009001613,9.124726e-05,0.004613921,0.009406477,0.017720878,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017847776,0.0021553189,0.00051510334,1.5925616e-07,3.2629818e-05,0.0038783848,-2.6762486e-05,0.0005524382,0.00076007843,1.071021e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3573637e-05,0.023517191,0.011579961,0.013109356,0.012488306,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.0008433908,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0036713332,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.033519596,0.017422229,0.008607268,0.013286829,8.614734e-08,0.004671335,0.0138323605,0.007832438,0.011585832,0.005168095,0.033196807,0.0004950091,0.00027936697,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00037819892,0.01791501,0.00088867545,0.00048231333,-1.1667609e-05,0.015330434,0.009633422,-7.683411e-09,3.7699938e-05,0.0013994575,0.022084922,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014110208,-7.547438e-06,0.030928046,0.011205554,7.70241e-05,0.020024776,0.020968825,0.011547059,0.027750999,0.000118397176,0.00014713407,0.02205062,-2.9094517e-06,0.011590958,-2.354756e-05,0.00016319752,0.0055083036,0.003193438,0.0113684535,0.0059435368,0.0024401098,5.54882e-06,3.2410026e-07,3.3043325e-06,8.614734e-09,0.010908484,8.7976456e-05
A.314,0.012544811,0.0011794269,0.0006245896,0.0015458912,0.008829683,-1.3411045e-06,0.017132193,0.008675188,0.00013206154,4.8857182e-05,4.1592866e-05,4.053116e-06,0.004261911,0.008068085,8.009374e-08,0.004246652,0.001975298,0.0025112033,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,9.918585e-06,0.0034502,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015258193,0.0074743032,0.018981695,0.0004010871,0.005943656,0.014024377,-5.517155e-06,5.921349e-06,0.018782556,0.015779853,-1.14664435e-05,0.0014313608,0.0044561774,0.0035308003,0.009001613,0.00020188838,0.004687622,0.009256691,0.017390162,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017854333,0.0015240312,0.0004754588,4.749745e-08,3.1396747e-05,0.0038783848,-2.6762486e-05,0.0002702102,0.00076007843,3.969297e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3931265e-05,0.022219032,0.011391073,0.013086587,0.011999935,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,3.3266842e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.006660402,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.02294001,0.017422229,0.008639157,0.013266057,6.017834e-05,0.004671335,0.012921125,0.00472337,0.011397094,0.004829511,0.033919066,0.0004950091,6.252527e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00041216612,0.01791501,0.0008647144,0.000105299056,-1.1667609e-05,0.013984233,0.009633422,-7.683411e-09,1.4260411e-05,0.0013994575,0.021515101,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013950527,-7.547438e-06,0.030928046,0.010989696,1.9006431e-05,0.020024776,0.020968825,0.011547059,0.01923731,0.000118397176,0.00013101846,0.019671619,-2.9094517e-06,0.011247754,-2.354756e-05,0.00012370944,0.0052696764,0.003193438,0.0113684535,0.0061451793,0.0016442984,5.54882e-06,2.1513551e-07,2.4177134e-06,2.514571e-08,0.010908484,4.8324466e-05
E.126,0.012544811,0.004676178,0.0028735697,0.0022143275,0.008895516,-1.3411045e-06,0.018137395,0.009744823,0.00094386935,5.205348e-05,4.5724213e-05,4.053116e-06,0.0051810294,0.008068085,2.0563602e-06,0.004246652,0.001975298,0.0028470457,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,0.000259161,0.010009259,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0017683506,0.0076542497,0.019124687,0.00091713667,0.0067690313,0.0140284,-5.517155e-06,5.921349e-06,0.018782556,0.015794814,-1.14664435e-05,0.0014313608,0.0044561774,0.0037994087,0.009001613,0.00028543174,0.0047094226,0.009283781,0.019654274,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017834127,0.0024984777,0.00076806545,3.0361116e-07,6.5948814e-05,0.0038783848,-2.6762486e-05,0.0005162582,0.00076007843,7.975474e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.419576e-05,0.021410316,0.011713386,0.013142943,0.012804538,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00018528104,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.007980913,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.036609977,0.017422229,0.008616805,0.013363332,3.523007e-05,0.004671335,0.014593244,0.0038861334,0.014930904,0.005003944,0.035375953,0.0004950091,0.00022178143,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0007583052,0.01791501,0.00087584555,0.0004922673,-1.1667609e-05,0.01496616,0.009633422,-7.683411e-09,6.5069646e-05,0.0013994575,0.022625357,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013979554,-7.547438e-06,0.030928046,0.011164755,0.00011086464,0.020024776,0.020968825,0.011547059,0.03324583,0.000118397176,0.00016937405,0.023111314,-2.9094517e-06,0.011790663,-2.354756e-05,0.00019259751,0.0056940615,0.003193438,0.0113684535,0.006253749,0.0032636672,5.54882e-06,1.9650906e-07,1.4826655e-06,3.7252903e-08,0.010908484,0.00012387335
B.200,0.012544811,0.00417763,0.0015456378,0.0018311441,0.008913279,-1.3411045e-06,0.017012179,0.011399895,0.000262402,6.7293644e-05,4.4878572e-05,4.053116e-06,0.0048526525,0.008068085,-3.958121e-09,0.004246652,0.001975298,0.002517879,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,5.032867e-06,0.006317377,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.001581341,0.007564068,0.019020647,0.0007262975,0.004568726,0.014213353,-5.517155e-06,5.921349e-06,0.018782556,0.015809387,-1.14664435e-05,0.0014313608,0.0044561774,0.0037986338,0.009001613,7.1279705e-05,0.0048035085,0.009188831,0.017893612,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017870277,0.0032293499,0.001294598,1.6856939e-07,1.8756837e-05,0.0038783848,-2.6762486e-05,0.0002700463,0.00076007843,0.0001097545,6.3315034e-05,-6.2864274e-07,0.006588191,2.4460256e-05,0.023011088,0.0109936595,0.0131216645,0.01235038,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.0006905049,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.008592367,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.03943318,0.017422229,0.008569598,0.013340712,2.104789e-07,0.004671335,0.013455987,0.0032519847,0.013332635,0.0052900463,0.034329742,0.0004950091,0.00033926964,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00019749254,0.01791501,0.0008817613,0.00043843687,-1.1667609e-05,0.015378773,0.009633422,-7.683411e-09,4.4826418e-05,0.0013994575,0.022118896,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014090061,-7.547438e-06,0.030928046,0.011357456,0.00026398897,0.020024776,0.020968825,0.011547059,0.028602213,0.000118397176,0.00014929473,0.022819757,-2.9094517e-06,0.011718512,-2.354756e-05,0.00018076599,0.0056126714,0.003193438,0.0113684535,0.005891949,0.0027205795,5.54882e-06,5.932525e-07,2.1383166e-06,3.259629e-08,0.010908484,0.000108629465
C.125,0.012544811,0.00043234974,0.0003657043,0.0016299933,0.008690417,-1.3411045e-06,0.014389992,0.004864916,7.1618706e-07,2.8062612e-05,4.358217e-05,4.053116e-06,0.0039247274,0.008068085,-1.039356e-06,0.004246652,0.001975298,0.0024059117,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,-1.0477379e-08,0.004631862,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0013189763,0.0074270666,0.018860668,0.00038574636,0.0014382303,0.012989998,-5.517155e-06,5.921349e-06,0.018782556,0.01574409,-1.14664435e-05,0.0014313608,0.0044561774,0.0034655929,0.009001613,5.8420002e-05,0.00451833,0.009125322,0.018897355,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017825663,0.0002669096,0.0001276359,-1.7462298e-10,2.1908432e-05,0.0038783848,-2.6762486e-05,8.623302e-05,0.00076007843,2.1792948e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.3297966e-05,0.01493454,0.010847926,0.0130906105,0.011658877,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,2.4102628e-06,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0031042844,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.01802218,0.017422229,0.008538723,0.013269395,-5.820766e-11,0.004671335,0.011405498,0.0022647232,0.010540515,0.0048516095,0.033808798,0.0004950091,9.381026e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00042731315,0.01791501,0.0008084327,1.943484e-05,-1.1667609e-05,0.01335004,0.009633422,-7.683411e-09,6.183982e-06,0.0013994575,0.020931125,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013952434,-7.547438e-06,0.030928046,0.011041462,3.7435442e-05,0.020024776,0.020968825,0.011547059,0.012316555,0.000118397176,0.00010531396,0.018752247,-2.9094517e-06,0.0110884905,-2.354756e-05,0.00010614842,0.00508599,0.003193438,0.0113684535,0.005853653,0.0010732412,5.54882e-06,8.6613e-08,2.2165477e-06,2.561137e-09,0.010908484,3.33786e-05
