,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
B.201,0.012544811,0.0015016943,0.00063110143,0.0016911775,0.008800626,-1.3411045e-06,0.017083377,0.0073376894,0.00027529895,5.722046e-05,4.2445958e-05,4.053116e-06,0.004318908,0.008068085,-5.9138983e-08,0.004246652,0.001975298,0.0025440454,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,4.5541674e-07,0.004601568,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015024096,0.007501006,0.019023746,0.00043927878,0.002823472,0.013797969,-5.517155e-06,5.921349e-06,0.018782556,0.015797019,-1.14664435e-05,0.0014313608,0.0044561774,0.003581047,0.009001613,0.00011496991,0.00474298,0.009253174,0.0178622,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017848969,0.0016627908,0.00040649623,2.561137e-08,3.168732e-05,0.0038783848,-2.6762486e-05,0.00032465905,0.00076007843,1.3474375e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4236739e-05,0.02096036,0.011592627,0.013103634,0.012057513,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,8.172542e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0049428046,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.020640612,0.017422229,0.008621067,0.0133771,1.6503036e-06,0.004671335,0.013254106,0.005532831,0.011491507,0.0049459785,0.033828974,0.0004950091,7.569045e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00051058084,0.01791501,0.0008431077,0.0002577603,-1.1667609e-05,0.015062422,0.009633422,-7.683411e-09,6.22198e-05,0.0013994575,0.022598952,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014093459,-7.547438e-06,0.030928046,0.011114806,3.4049153e-05,0.020024776,0.020968825,0.011547059,0.02430129,0.000118397176,0.00017376244,0.021350294,-2.9094517e-06,0.011508614,-2.354756e-05,0.00015431643,0.00573799,0.003193438,0.0113684535,0.0059961975,0.0034028888,5.54882e-06,2.4214387e-07,1.8328428e-06,1.9790605e-09,0.010908484,7.868558e-05
A.315,0.012544811,0.0016387552,0.0005562976,0.0015167594,0.00887683,-1.3411045e-06,0.017831951,0.010683358,0.00028394908,4.810095e-05,4.232675e-05,4.053116e-06,0.004353419,0.008068085,-1.2200326e-07,0.004246652,0.001975298,0.002592355,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.039356e-06,0.0053241253,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015105605,0.0075283945,0.019025773,0.00045523047,0.0036231726,0.013866872,-5.517155e-06,5.921349e-06,0.018782556,0.015789956,-1.14664435e-05,0.0014313608,0.0044561774,0.0034997016,0.009001613,0.00012458861,0.004682347,0.009309351,0.018029422,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01784572,0.001704365,0.00041095167,4.1443855e-08,2.8558075e-05,0.0038783848,-2.6762486e-05,0.00037502497,0.00076007843,6.5527856e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4110079e-05,0.020620257,0.011611372,0.013124049,0.012094259,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00014664978,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.007462114,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.022045642,0.017422229,0.00859499,0.013310343,1.3738871e-05,0.004671335,0.014607489,0.004806012,0.014122158,0.004968971,0.03403318,0.0004950091,9.2066824e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00050050765,0.01791501,0.00085899234,0.00025346875,-1.1667609e-05,0.014693409,0.009633422,-7.683411e-09,2.4344772e-05,0.0013994575,0.02195847,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013988078,-7.547438e-06,0.030928046,0.011063874,3.772974e-05,0.020024776,0.020968825,0.011547059,0.024405777,0.000118397176,0.00015343726,0.021006912,-2.9094517e-06,0.0114323795,-2.354756e-05,0.00014360994,0.005443394,0.003193438,0.0113684535,0.006015599,0.0022523403,5.54882e-06,1.816079e-07,1.7154962e-06,8.1490725e-10,0.010908484,6.705895e-05
A.316,0.012544811,0.0021078587,0.00047823042,0.0015319586,0.0087225735,-1.3411045e-06,0.015718639,0.013166875,3.55877e-05,3.6079437e-05,4.8395246e-05,4.053116e-06,0.004385993,0.008068085,1.1874363e-08,0.004246652,0.001975298,0.002531588,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,-7.683411e-09,0.0037122965,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015809089,0.007625848,0.018929005,0.0004402995,0.008202523,0.013793528,-5.517155e-06,5.921349e-06,0.018782556,0.015862972,-1.14664435e-05,0.0014313608,0.0044561774,0.0038786381,0.009001613,6.12475e-05,0.004590571,0.009050012,0.017341048,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017813355,0.00031916052,9.482354e-05,-7.21775e-09,9.891391e-05,0.0038783848,-2.6762486e-05,0.00010406971,0.00076007843,-1.4808029e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.5443733e-05,0.02280134,0.012470901,0.013137162,0.012654394,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,7.197261e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.006970316,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.033486694,0.017422229,0.008582771,0.013179094,8.720905e-06,0.004671335,0.013448805,0.0049093515,0.0126769245,0.005219519,0.034879774,0.0004950091,3.8739294e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00022031367,0.01791501,0.000865221,0.000121586025,-1.1667609e-05,0.01399821,0.009633422,-7.683411e-09,1.8749386e-05,0.0013994575,0.021460772,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013987809,-7.547438e-06,0.030928046,0.011102855,5.8300793e-05,0.020024776,0.020968825,0.011547059,0.023774028,0.000118397176,0.00011845678,0.022857904,-2.9094517e-06,0.011759728,-2.354756e-05,0.00018875301,0.0052710474,0.003193438,0.0113684535,0.0058625042,0.0015824139,5.54882e-06,2.0116568e-07,3.6712736e-06,1.1501834e-07,0.010908484,0.00011923909
A.317,0.012544811,0.0032100528,0.0012336969,0.0018654317,0.008893788,-1.3411045e-06,0.017894566,0.008974433,0.0003657043,3.8150698e-05,4.9557537e-05,4.053116e-06,0.0050963163,0.008068085,5.848706e-07,0.004246652,0.001975298,0.0026379377,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.3208559e-05,0.0073155165,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0017581135,0.00760597,0.019043177,0.00074750185,0.008517444,0.013883501,-5.517155e-06,5.921349e-06,0.018782556,0.01583013,-1.14664435e-05,0.0014313608,0.0044561774,0.003604591,0.009001613,0.00012287498,0.004607588,0.009300411,0.018535316,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01785919,0.002571568,0.00068853796,9.2666596e-08,1.737848e-05,0.0038783848,-2.6762486e-05,0.00039486587,0.00076007843,0.00014602393,6.3315034e-05,-6.2864274e-07,0.006588191,2.483651e-05,0.03145957,0.011959374,0.013117194,0.012661636,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.000116847456,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0049494356,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.037988245,0.017422229,0.008610696,0.013420969,9.067357e-06,0.004671335,0.0147616565,0.0044683814,0.014789522,0.0050700903,0.033201486,0.0004950091,0.00011599064,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0004710406,0.01791501,0.0008714497,0.00038306415,-1.1667609e-05,0.015009046,0.009633422,-7.683411e-09,0.00010366738,0.0013994575,0.022839576,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014005989,-7.547438e-06,0.030928046,0.011211872,0.00014131516,0.020024776,0.020968825,0.011547059,0.028252184,0.000118397176,0.00016988069,0.022188246,-2.9094517e-06,0.011638939,-2.354756e-05,0.00017116219,0.005903363,0.003193438,0.0113684535,0.006012231,0.0039966553,5.54882e-06,4.2561442e-07,2.3134053e-06,8.05594e-08,0.010908484,9.7602606e-05
C.126,0.012544811,0.000121444464,0.00043441355,0.0016378015,0.008699924,-1.3411045e-06,0.014500916,0.003846705,-7.916242e-07,2.1684915e-05,4.3537468e-05,4.053116e-06,0.0038214028,0.008068085,-1.6856939e-06,0.004246652,0.001975298,0.0022883713,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.7881393e-07,0.0043330044,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0012690574,0.0073887706,0.018810034,0.0002855286,0.0007826984,0.012708098,-5.517155e-06,5.921349e-06,0.018782556,0.015734345,-1.14664435e-05,0.0014313608,0.0044561774,0.0034586042,0.009001613,9.854883e-05,0.004451111,0.009060949,0.018858612,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017818004,0.00011470169,0.00010295957,-1.7462298e-09,1.6968697e-05,0.0038783848,-2.6762486e-05,4.1801482e-05,0.00076007843,-5.820766e-11,6.3315034e-05,-6.2864274e-07,0.006588191,2.3130327e-05,0.012986094,0.010446757,0.013076872,0.011503339,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,1.8309802e-06,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0030079484,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.017917186,0.017422229,0.0085249245,0.013226211,1.1641532e-09,0.004671335,0.011524618,0.0018964708,0.010956913,0.004820749,0.033842087,0.0004950091,7.773936e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00042305887,0.01791501,0.00079606473,2.5559217e-05,-1.1667609e-05,0.013351619,0.009633422,-7.683411e-09,2.0936131e-06,0.0013994575,0.020573288,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013966382,-7.547438e-06,0.030928046,0.011082262,5.4113567e-05,0.020024776,0.020968825,0.011547059,0.011090547,0.000118397176,9.461492e-05,0.018201858,-2.9094517e-06,0.010988027,-2.354756e-05,9.56282e-05,0.004926577,0.003193438,0.0113684535,0.0059605837,0.00074127316,5.54882e-06,5.122274e-08,1.4398247e-06,-1.1641532e-10,0.010908484,2.5488436e-05
B.202,0.012544811,0.0015360266,0.00047449023,0.0017163604,0.008703619,-1.3411045e-06,0.016952425,0.010684311,1.5785918e-07,5.1554292e-05,4.798919e-05,4.053116e-06,0.0042004585,0.008068085,5.820766e-10,0.004246652,0.001975298,0.0023956746,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.2340024e-07,0.0051116496,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0014256537,0.007488221,0.018850744,0.00044769794,0.0041119307,0.013481587,-5.517155e-06,5.921349e-06,0.018782556,0.01576975,-1.14664435e-05,0.0014313608,0.0044561774,0.0037181377,0.009001613,8.196384e-05,0.004706055,0.009320855,0.018282503,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017862022,0.00074622035,0.00025866926,2.3283064e-09,4.2509288e-05,0.0038783848,-2.6762486e-05,0.00014898181,0.00076007843,3.1050295e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3748726e-05,0.021763444,0.0117176175,0.01311335,0.01190272,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00016333163,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0055577755,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.022167057,0.017422229,0.00855872,0.013435721,5.699694e-07,0.004671335,0.013627827,0.0040020198,0.013012409,0.004915446,0.03537196,0.0004950091,0.00013582408,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0003034696,0.01791501,0.00083735585,0.00026988983,-1.1667609e-05,0.0148178935,0.009633422,-7.683411e-09,4.5388937e-05,0.0013994575,0.022120446,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014079988,-7.547438e-06,0.030928046,0.011211932,9.536743e-05,0.020024776,0.020968825,0.011547059,0.024826497,0.000118397176,0.00014362484,0.021996737,-2.9094517e-06,0.011611819,-2.354756e-05,0.00016773492,0.0055552125,0.003193438,0.0113684535,0.005920559,0.002553165,5.54882e-06,1.3737008e-07,2.6337802e-06,1.0197982e-07,0.010908484,9.369105e-05
E.127,0.012544811,0.0041107982,0.0035229772,0.002188161,0.008881599,-1.3411045e-06,0.015843064,0.005987674,0.0007324517,5.256757e-05,4.3753535e-05,4.053116e-06,0.0046471655,0.008068085,7.899478e-06,0.004246652,0.001975298,0.00270091,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,0.00030949712,0.009425312,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016544759,0.0076796412,0.01910007,0.00087074935,0.007075131,0.014359474,-5.517155e-06,5.921349e-06,0.018782556,0.015766352,-1.14664435e-05,0.0014313608,0.0044561774,0.0037800074,0.009001613,0.00017366558,0.004712835,0.009186506,0.01984334,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017835319,0.00243558,0.0010276437,4.293397e-07,4.958734e-05,0.0038783848,-2.6762486e-05,0.00037278235,0.00076007843,4.5396388e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.3689121e-05,0.01880008,0.011220217,0.013164818,0.01281932,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00032277405,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.01042518,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.033135474,0.017422229,0.008617938,0.013307154,3.457442e-05,0.004671335,0.014567137,0.0051319897,0.014317453,0.0049486905,0.034719467,0.0004950091,8.934736e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00052496046,0.01791501,0.00083887577,0.00047188997,-1.1667609e-05,0.014910907,0.009633422,-7.683411e-09,6.166473e-05,0.0013994575,0.022642642,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013976395,-7.547438e-06,0.030928046,0.011150807,9.986013e-05,0.020024776,0.020968825,0.011547059,0.029671192,0.000118397176,0.00017267466,0.021775782,-2.9094517e-06,0.011563867,-2.354756e-05,0.00016067177,0.005671859,0.003193438,0.0113684535,0.0061022043,0.0032156855,5.54882e-06,1.6763806e-07,1.6614795e-06,1.8253922e-07,0.010908484,8.544326e-05
B.203,0.012544811,0.0033026785,0.0010544211,0.0017479807,0.008912325,-1.3411045e-06,0.020263493,0.008056253,0.00034734607,7.951632e-05,4.7437847e-05,4.053116e-06,0.0043482184,0.008068085,3.306195e-08,0.004246652,0.001975298,0.0025422424,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,1.733005e-05,0.0055238307,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015521348,0.007601887,0.019039512,0.0007262528,0.008515626,0.014301449,-5.517155e-06,5.921349e-06,0.018782556,0.01578933,-1.14664435e-05,0.0014313608,0.0044561774,0.003755495,0.009001613,0.00018277019,0.004870042,0.009475231,0.017743856,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017863512,0.002734661,0.0007029027,2.6263297e-07,3.3613294e-05,0.0038783848,-2.6762486e-05,0.00055909157,0.00076007843,1.0468066e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4098903e-05,0.022117764,0.011669546,0.013160288,0.012326121,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00029525906,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.009292096,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.02833581,0.017422229,0.008592278,0.013402224,3.758818e-05,0.004671335,0.013481557,0.005152747,0.012453914,0.005136594,0.034759283,0.0004950091,0.00020294636,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00081954896,0.01791501,0.00092583895,0.00031140447,-1.1667609e-05,0.014754921,0.009633422,-7.683411e-09,3.2085925e-05,0.0013994575,0.022007376,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013974637,-7.547438e-06,0.030928046,0.011082947,5.1490963e-05,0.020024776,0.020968825,0.011547059,0.027380735,0.000118397176,0.00014986843,0.022214264,-2.9094517e-06,0.0116280615,-2.354756e-05,0.00016878545,0.0055127144,0.003193438,0.0113684535,0.0061165094,0.0024317056,5.54882e-06,2.682209e-07,1.784414e-06,7.8231096e-08,0.010908484,9.455532e-05
D.115,0.012544811,0.0044868737,0.00090034306,0.001903519,0.0089716315,-1.3411045e-06,0.019254804,0.009832144,0.0028528124,4.613027e-05,4.2706728e-05,4.053116e-06,0.0044550747,0.008068085,4.3641776e-06,0.004246652,0.001975298,0.0026071072,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,7.9933554e-05,0.007859826,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0018286109,0.007590145,0.019264221,0.0005827695,0.0110755265,0.01428929,-5.517155e-06,5.921349e-06,0.018782556,0.015783101,-1.14664435e-05,0.0014313608,0.0044561774,0.0037108362,0.009001613,0.00022855401,0.00466834,0.0094616115,0.018327624,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017855465,0.0052355826,0.0012546033,9.546056e-07,4.8395246e-05,0.0038783848,-2.6762486e-05,0.0011021346,0.00076007843,1.925975e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3987144e-05,0.020802557,0.011004776,0.0131056905,0.012635529,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00056293607,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0044983923,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.027709842,0.017422229,0.008673817,0.013407499,1.6938895e-05,0.004671335,0.015053898,0.009106904,0.013425589,0.005091414,0.033589423,0.0004950091,0.00021534413,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.000645116,0.01791501,0.0009276718,0.00042662024,-1.1667609e-05,0.015287936,0.009633422,-7.683411e-09,2.5834888e-05,0.0013994575,0.022062957,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014067084,-7.547438e-06,0.030928046,0.011194944,8.8103116e-05,0.020024776,0.020968825,0.011547059,0.027843714,0.000118397176,0.00016158074,0.0221847,-2.9094517e-06,0.011628777,-2.354756e-05,0.00016921014,0.0054884255,0.003193438,0.0113684535,0.006182432,0.00242728,5.54882e-06,2.225861e-07,2.6915222e-06,5.19678e-07,0.010908484,9.5151365e-05
B.204,0.012544811,0.002189979,0.0011510253,0.0017812848,0.008861065,-1.3411045e-06,0.017332703,0.007816434,0.0001816228,6.579235e-05,4.004687e-05,4.053116e-06,0.0047555715,0.008068085,8.568168e-08,0.004246652,0.001975298,0.0026732236,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,7.25314e-06,0.008261681,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015910119,0.007565111,0.018998593,0.0006386414,0.006688863,0.013836682,-5.517155e-06,5.921349e-06,0.018782556,0.01580751,-1.14664435e-05,0.0014313608,0.0044561774,0.0036294758,0.009001613,0.00021576136,0.004794866,0.009168357,0.018802285,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017828763,0.0010814369,0.00041374564,3.306195e-08,6.977096e-05,0.0038783848,-2.6762486e-05,0.0002296865,0.00076007843,2.892688e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4426728e-05,0.018496215,0.0111246705,0.013119817,0.012370348,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00016860664,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.008136004,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.028425187,0.017422229,0.008620113,0.013387054,2.2999942e-05,0.004671335,0.014126688,0.0052533597,0.013245165,0.004884869,0.034141123,0.0004950091,0.00013057888,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0006556362,0.01791501,0.00089353323,0.00036067516,-1.1667609e-05,0.014482111,0.009633422,-7.683411e-09,5.3927302e-05,0.0013994575,0.022370875,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013899207,-7.547438e-06,0.030928046,0.0110631585,7.1801245e-05,0.020024776,0.020968825,0.011547059,0.02806124,0.000118397176,0.00015739352,0.021556616,-2.9094517e-06,0.011520177,-2.354756e-05,0.00015453249,0.005632311,0.003193438,0.0113684535,0.0061649084,0.0029250681,5.54882e-06,1.5646219e-07,2.3823231e-06,1.3737008e-07,0.010908484,7.855147e-05
